bedeutung;sachgruppe
Knabe, der besonders klein und mager ist;5142
schwächlicher Mensch (nicht Kind);5120
auffallend körperlich schwaches Kind;5172
Baum, der verdreht gewachsen ist;3130
kleines, mageres Mädchen;5164
körperlich schwächstes Kind in der Klasse;5172
von Krankheit gezeichneter Mensch;5700
kleines, mageres Mädchen;5164
Gurke;3400
lange Salatgurke;3400
eingelegte Gurken;5920
Gurke;3400
Gurke;3400
lange Salatgurke;3400
im Wachstum zurückgebliebenes Schwein;4113
Knabe, der besonders klein und mager ist;5142
schwächlicher Mensch (nicht Kind);5120
auffallend körperlich schwaches Kind;5172
kleines, mageres Mädchen;5164
körperlich schwächstes Kind in der Klasse;5172
Betrübnis, Kummer;6320
Familienname;7110
kleiner Tiegel, mit dem in der Küche Wasser geschöpft wird;7735
kleiner Tiegel, mit dem in der Küche Wasser geschöpft wird;7735
Familienname;7110
erhöhter Streifen zwischen zwei Fahrspuren im Feldweg;7810
kropfartiger Auswuchs am Brot;7560
kropfartiger Auswuchs am Brot;7560
Siedlung;8130
Mann, der besonders kräftig aussieht;5141
kräftige Frau;5160
Mann, der besonders kräftig aussieht;5141
Stiefel mit langem Schaft;5937
Kürbis;3400
Kopf (Scherz);5200
Dummkopf;6111
Steinhaufen, der aus den vom Acker abgesammelten Steinen errichtet ist;7440
Flur, Landschaft;8140
Familienname;7110
Nahtstelle zwischen den beiden Betten des Ehebettes;7730
Familienname;7110
Kuss;6332
Kuss;6332
offene Kutsche für Festlichkeiten;7820
kleine Fuhre, Wagen mit geringer Ladung;7403
Österreicher (pejor);6110
ermüdet, erschöpft von Arbeit;5600
ermüdet, erschöpft vor Eile;5600
streiten;6333
streiten aus geringfügigem Anlass;6333
Streit haben;6333
streiten;6333
den Darm in etwas entleeren (in Redensart);5340
kahl;7550
ohne Bewuchs;7440
kahl, unbedeckt;7550
niedergedrückt vom Getreide durch Wind;7440
ohne Gras;9315
blöd, dumm;6200
kahlköpfig;5210
schimmlig;5920
nach Schimmel riechen, muffeln;5430
schimmlig;5430
schimmlig, von Brot;5910
schimmlig;5430
modrig, faulig, schimmelig riechend;5430
muffig, abgestanden von Geruch;5430
Schimmel auf Flüssigkeiten;5920
Kalb gebären (in Redensart);4111
schäkern von Verliebten;6332
über einen anderen schimpfen;6333
mit wenig Kalk durchsetzt;2700
die Zimmerwand weiß streichen;7590
mit Kalk versehen;7590
kalt, von Speise;5911
kalt;2400
gefühlskalt;6333
kalt (in Redensart);2400
kalt (Temperatur);2400
kalt, von der Haut;5200
kalt (Wetter);2200
wenig oder keine Wärme enthaltend;2400
kalt, niedrige Temperatur aufweisend;2400
kalt, von Speisen;5911
entschlossen gegen etwas;6120
kalter Nordwind;2300
kalt, von Witterung;2200
gefühlskalt, auch kalte Haut;6110
kalter (in Redensart);9230
Kälte (Witterung);2400
gefühllos, kalt;5450
kalt vor Feuchtigkeit;2700
kalt, unnachgiebig;6333
stoisch;6110
unbebrütet von Hühnereiern;4240
kalt (emotional), unnachgiebig;6333
Taubheit, Gehörlosigkeit;5200
etwas durch reiben kälter machen;7360
stur, unnachgiebig;6260
Eheversprechen zurückziehen, Verlobung lösen, Liebesbeziehung beenden;6440
nachts heimlich durch das Fenster zu einer Frau gehen;6330
nachts heimlich durch das Fenster zu einer Frau gehen;6330
streiten von Kindern um etwas;6333
streiten;6333
streiten;6333
streiten aus geringfügigem Anlass;6333
sich (gegenseitig) beschimpfen;6333
streiten;6333
streiten;6333
streiten aus geringfügigem Anlass;6333
streiten von Kindern um etwas;6333
streiten;6333
bekannt;6250
uneins, in Streit;6333
hinken;5530
abschlagen;5174
zurechtweisen;6333
schimpfen;6333
streiten von Kindern um etwas;6333
raufen;5521
streiten;6333
streiten von Frauen;6333
streiten von Kindern um etwas;6333
schimpfen;6333
sich (gegenseitig) beschimpfen;6333
durch Schneiden kürzen;9311
ermüdet, erschöpft von Arbeit;5600
durch einen Schaden zerstört;9130
ermüdet, erschöpft vor Eile;5600
abgestorben von Pflanzen;9130
bankrott, zahlungsunfähig;7600
kaputt, ermüdet;9240
tot;5870
benommen, erschöpft;5310
entzwei;9130
kaputt (in Redensart);9130
kaputt;9330
sonderbar (Charakter), spröde;6280
verdorbener Magen;5340
bankrottgehen, zahlungsunfähig werden;7600
ermüdet, erschöpft von Arbeit;5600
ermüdet, erschöpft von Arbeit;5600
übermäßig lachen;5560
zerkleinern, kleinschlagen;7430
nachts heimlich durch das Fenster zu einer Frau gehen;6330
Geschlechtsverkehr haben (pejor);5350
liebkosen, streicheln;6332
Mädchen, Partnerin suchen;6332
abhauen, weglaufen;5532
auf Partnersuche herumlaufen, von Kater;4116
draufgängerisch in der Liebe sein;6332
eine Person stets im Auge behalten;5410
etwas herausfinden;6421
flirten;6332
flüchtig, oberflächlich arbeiten;6405
mit Geliebter im Fenster sprechen;6332
sich mit jemandem herumtreiben;6332
sich um Liebschaften bemühen;6332
sich verführen lassen;6332
stoßen;9800
ungezwungen, derb flirten;6332
wild herumtollen;5533
ziellos umherstreifen;5530
übertrieben stolz;6280
erbärmlich, bemitleidenswert;9240
nicht üppig (in Redensart);6280
schmeicheln;6421
sehr dunkel, düster;2100
bis zum Überlaufen voll;9210
bleich;9231
bunt zusammengestellt, nicht zusammenpassend von Kleidung;6270
streiten;6333
albern, Witze reißen;6280
verhaften;8230
zeugungsunfähig machen;4110
unfruchtbar machen von männlichen Tieren;4114
ein Stierkalb kastrieren;7450
den Eber kastrieren;4113
zuchtunfähig machen, kastrieren vom Schwein;4113
unfruchtbar gemacht;4114
zeugungsunfähig gemacht;4110
zeugungsunfähig machen;4110
zuchtunfähig gemacht, kastriert vom Schwein;4113
brünstig sein, von Katze;4116
katholisch;8820
katholisch (in Redensart);8800
katholisch, attributiver Bestandteil einer Gebäckbezeichnung;8800
mit vollem Mund kauen;5360
schöntun bei Höhergestelltem;6530
wie eine Katze;4116
schöntun bei Höhergestelltem;6530
sich unterwürfig zeigen;7020
hinterhältig;6540
schnell beleidigt, empfindlich;6320
"""falsch"", unaufrichtig, heuchlerisch";6530
schnell beleidigt;6320
sonderbar (Charakter), spröde;6280
grau wie eine Katze;9231
hellgrau;9231
grau (Haar);5210
grau (Himmel);2100
sich rasch und geschickt bewegend;5230
nach Katzenurin riechen;4116
brünstig sein, von Katze;4116
schöntun bei Höhergestelltem;6530
mürrisch, beleidigt;6280
sehr mager, stark abgemagert;5210
Laute von sich geben: Vogel;4020
reden wie ein Tscheche (pejor);6110
unverständlich reden von Kleinkindern;5830
kauen;5360
mit vollem Mund kauen;5360
kauen (in Redensart);5360
auf ein Wild bei der Treibjagd lauern;7550
kaufen;7600
kaufen;7600
erwerben, erstehen;7600
einkaufen, erwerben;7600
kaufen, durch Kauf erwerben;7600
Waren erwerben;7600
erwerben;7600
erwerben, kaufen;7600
kaum, fast nicht;9400
kaum, gerade erst;9400
fast nicht mehr;9600
kaum;9400
kurz nachdem;9600
mit vollem Mund kauen;5360
Gestikulieren eines Kleinkinds beim Sprechen;7210
"fest; hier: treu";6510
wählerisch im Fressen vom Vieh;5910
wählerisch im Fressen vom Vieh;5910
herum;9500
Heu mit dem Rechen wenden;7450
mit dem Besen reinigen;7790
mit dem Besen zur Seite räumen;9315
sich in eine bestimmte Richtung wenden, gegen jemanden, etwas richten;9800
streiten von Frauen;6333
schimpfen;6333
streiten;6333
hemmungslos und unerträglich brüllen;5360
allgemeines Wort für schreien;5560
jemanden anschreien;6333
schreien;5560
beständig schimpfend;6333
beständig schimpfend;6333
jemanden plagen, quälen;6333
streiten;6333
Fußball schießen;7340
Holz spalten mit dem Keil;7520
quälen;6320
schimpfen;6333
sich (gegenseitig) beschimpfen;6333
Fußball schießen;7340
kein;1120
nicht ein;1130
niemand;1130
kein (in Redensart);9320
kein Mensch;1130
aufbegehren gegen jemand;6440
Person, die gern und viel Wurst isst;6116
niemand;1130
nicht die geringste Information;7200
nicht die geringste, überhaupt kein;9400
nichts;9400
überhaupt nicht;9400
kaum;9400
kein bisschen;1140
keine;9400
keine (in Redensart);9400
niemand;1130
Schwein (in Redensart);4113
niemand;1130
keinen;6440
niemand;1130
auf keinen Fall;6440
sich kennen;6250
erkennen, wahrnehmen;6250
erkennen, unterscheiden;6250
bekannt sein mit;7010
kennen;6250
kennen, vertraut sein mit;6250
erkennen, zur Kenntnis nehmen;6250
erkennen;6200
erkennen, vertraut sein mit;6230
kennen (in Redensart);6250
wissen, zur Kenntnis nehmen;6250
eine Sache von der anderen unterscheiden können;6250
kennen, bekannt sein;7010
kennen, vermögen;6430
bekannt werden, bekannt sein;6421
Schafe mit Eigentumskennzeichnung versehen;4114
sich wechselweise mit angefeuchteten Fingern auf die Finger schlagen, bis sie weh tun (Kinderspiel);5521
streiten;6333
triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen;5350
triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen;5350
triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen;5350
triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen;5350
kernfaul, von Holz;7550
kernfaul, von Holz;7550
Hülsenfrüchte entkernen;7740
kernfaul, von Holz;7550
kernfaul, von Holz;7550
völlig gesund;5700
heftig, stark, viel;6260
hart;9230
heftig, entschlossen;6260
nicht groß gewachsen, aber von kräftiger Statur;5210
Mädchen, das besonders kräftig aussieht;5163
kernfaul, von Holz;7550
kernfaul, von Holz;7550
kernfaul, von Holz;7550
kernfaul, von Holz;7550
kernfaul, von Holz;7550
weich und saftig von Birnen;9230
weich, überreif von Obst;3120
schreien;5560
weinen;6320
sehr laut weinen;5340
schreien von Kindern;5560
Laute von sich geben: Schwein;4020
aus Schrecken oder Schmerz aufschreien;5560
aus Wut oder Zorn weinen;6320
schrill schreien, weinen (in Redensart);6320
weinen (allgemeinstes Wort);6300
lautes Schreien ohne Verständigungsabsicht;5560
Weinen von Kindern;6320
hemmungslos und unerträglich brüllen;5360
weinen (verächtlich);6320
tränenreich weinen;6320
weinen aus körperlichem Schmerz;6320
Weinen von Frauen;6320
Laute von sich geben: Pferd;4020
aus Kummer weinen;6320
aus Trauer weinen;6320
schreien (in Redensart);5560
Knirschen von Schnee, wenn man darüber läuft;2200
Laute von sich geben: Katze (läufig);4020
allgemeines Wort für schreien;5560
schluchzen;6320
still weinen oder schluchzen;6320
streiten;6333
vor Freude weinen;6310
Stimme der Henne beim Brüten;4240
allgemeines Wort der älteren Leute für schreien;5560
still, fast tränenlos weinen;6320
"auf dem kürzesten, schnellsten Weg; sofort";9500
überaus, besonders gerade;9240
steil, geradeaus;9240
ohne Geschmack, schal;5440
eben, gleichmäßig flach;2800
in gerader Richtung, starr;9500
direkt;9500
gerade gezogener Scheitel (spöttisch);5940
stark rauchen, Zigaretten;5921
jemanden plagen, quälen;6333
jemandem etwas abbetteln;6415
jemanden aufhetzen;6460
schäkern von Verliebten;6332
mühsam schnaufen;5330
bei großer Anstrengung stöhnen;5360
Hochatmen des Viehs, wenn es sich überfressen hat;7450
Laute von sich geben: Schaf;4020
mühsam atmen;5330
schäkern von Verliebten;6332
Fußball schießen;7340
Fußball schießen;7340
Fußball schießen;7340
geheuer;9240
abnagen (einen Knochen);5360
mit Keuper durchsetzt;2700
astig, von Holz;7520
schimmlig;5920
Prasseln des Hagels an die Scheibe;2200
Prasseln des Regens an die Scheibe;2200
Niedergehen eines Aprilschauers, graupeln;2200
Niedergehen von feinem Schnee;2200
fluchen;6320
schimpfen;6333
mit Kies durchsetzt;2700
überaus weit;9211
schimpfen;6333
streiten von Kindern um etwas;6333
streiten;6333
streiten;6333
streiten aus geringfügigem Anlass;6333
streiten von Kindern um etwas;6333
streiten von Frauen;6333
in Streit geraten, einen Streit beginnen;7030
kämpfen der Zicklein;4115
sich (gegenseitig) beschimpfen;6333
ein Streitgespräch führen;6333
schimpfen;6333
kämpfen von Ziegen gegeneinander;4115
schäkern von Verliebten;6332
seinen Scherz mit jemandem treiben;7220
Fußball schießen;7340
streiten aus geringfügigem Anlass;6333
fällen;7550
herumwälzen (einen schweren Gegenstand);9800
streiten;6333
gefügig, zahm;6280
schreien;5560
Laute von sich geben: Schwein;4020
lautes Schreien ohne Verständigungsabsicht;5560
Laute von sich geben: Pferd;4020
Knirschen von Schnee, wenn man darüber läuft;2200
Laute von sich geben: Huhn;4020
Laute von sich geben: Schwein (hungrig);4020
hemmungslos und unerträglich brüllen;5360
schreien von Kindern;5560
auffallend blau;9231
Wenn es bei Frost in den Ohrläppchen zu kribbeln anfängt.;5400
Junge gebären, von der Ziege;4115
jucken, kribbeln;5300
Junge gebären, von der Ziege;4115
Junge gebären (Ziege);4115
sehr krumm, ohne die Zeilen zu halten (Handschrift);8400
kreuz und quer;9320
sehr krumm;9220
schnell beleidigt, empfindlich;6320
jammern, klagen;6320
prozessieren;8300
weinen aus körperlichem Schmerz;6320
aus Kummer weinen;6320
weinen;6320
an den Fingern frieren;5450
gefühllos, kalt;5450
klanglos (in Redensart);5400
gelingen;6430
gelingen, glücken, funktionieren;9120
sehr mager, stark abgemagert;5210
Wagen, der in schlechter Verfassung, kaum noch zu gebrauchen ist;7403
alt, instabil;9330
sehr mager, stark abgemagert;5210
überaus kalt;2400
Klappern von aneinanderschlagenden Blechdeckeln;7735
zittern;5550
streiten;6333
Prasseln des Hagels an die Scheibe;2200
schnell und ununterbrochen sprechen;7210
Laute von sich geben: Vogel;4020
Prasseln des Regens an die Scheibe;2200
klirren, rasseln (in Redensart);5420
schwätzen;7210
Steine vom Acker entfernen;7440
heftig schlagen des Herzens;5320
infolge ungleichmäßiger Bewegung auf unebenem, steinigem o. ä. Untergrund schüttern, wackeln;7810
sich (gegenseitig) beschimpfen;6333
sehr mager, stark abgemagert;5210
sehr mager, stark abgemagert;5210
alt, instabil;9330
alt, instabil;9330
ganz sicher, zweifellos;6440
hell, durchsichtig (in Redensart);9231
transparent, selbstverständlich (in Redensart);7600
transparent, selbstverständlich;7600
bekannt;6250
klar (in Redensart);9230
klar (in Redensart), heller Himmel;2200
durchsichtig;9231
vergnüglich, fabelhaft;7300
abgesprochen, vereinbart;7200
hell, sauber;9240
offenlegen, darlegen;6421
erläutern;6421
den Acker für die Saat vorbereiten;7430
erläutern, darlegen;6421
offenlegen, darlegen;6421
die Zusammenhänge erkennen, Bescheid wissen, verstehen;6210
die in heißem Wasser gewaschene Wäsche nochmals durch kaltes Wasser ziehen;7770
besonders, herausragend, fabelhaft;9240
großartig, hervorragend;9240
verpetzen, denunzieren;6540
ausplaudern;7210
schwätzen;7210
Prasseln des Hagels an die Scheibe;2200
schlagen, ohrfeigen;5521
über einen anderen schimpfen;6333
Neuigkeiten austauschen;7210
geschwätzig;6280
aus Zeitvertreib im Garten arbeiten;7480
langsam essen;5910
sammelnd etwas mit der Hand entfernen, z. B. Steine vom Acker;7440
ernten von Kartoffeln;7430
suchen;6421
Knirschen von Schnee, wenn man darüber läuft;2200
stehlen;8320
ohrfeigen;5521
anhaften;9312
Getreide auf armvolle Haufen zusammenlegen;7440
Kleider tragen;5930
klein;4000
klein (in fester Fügung);9240
klein, von geringer Größe von Körperteilen des Menschen;5210
klein, von geringer Körpergröße;5210
jung, ein geringes Alter aufweisend;5800
klein, jung;5126
klein, schmächtig;5210
von geringer Größe;5210
klein, verkümmert;4113
geringfügig, von geringem Ausmaß, nur schwach ausgeprägt o. Ä.;9240
klein, von geringer Größe von Tieren;4000
klein, von geringer Größe von Dingen;9210
von geringem Ausmaß, von geringer Länge;9211
junges Fohlen;4112
klein, von geringer Größe von Menschen;5210
jung;5800
geringfügig, von geringem Wert;9240
sehr jung, niedlich;5800
klein (in Redensart);6550
klein, schwächlich;5210
klein, von geringem Ausmaß;9210
geringfügig (in Redensart);9400
klein, jung (Kind);5521
klein, attributiver Bestandteil einer Gebäckbezeichnung;5911
geringfügig, nichtig;9240
klein, mager;5210
sozial niedriggestellt, gering vermögend;7010
von geringem Ausmaß;9210
auffallend körperlich schwach;5600
jung (in Redensart);5840
kurz, von geringer Länge von Dingen und Sachverhalten;9210
im Kindesalter;5840
älteres Fohlen;4112
jung, im Kleinkindalter;5830
jung, noch kein hohes Lebensalter habend;5800
klein, von geringem Wuchs;9200
für kleine Kinder?;5521
gering, leicht;9240
geringfügig;9210
geringfügig, wenig bedrohlich;9240
jung, ein geringes Alter aufweisend (in Redensart);5840
Buschwindröschen (Anemone nemorosa);3500
beschränkt (pejor);6260
klein (in Wortgruppenlexem);9240
klein (in fester Fügung );9240
schwach, unsicher, schüchtern;6510
urinieren;5340
zum Urinieren austreten müssen;5340
Abnehmen des Monds;2100
betont unhöflich, scharf tadeln;6333
betont unhöflich, scharf tadeln;6333
klein;7730
arme Leute;7010
arme, unbedeutende Familie;7600
klein;9210
Abnehmen des Monds;2100
Getreidereste auf dem Feld, nach dem Mähdreschen;7440
Unterholz;3110
Unterholz;3110
ein bisschen;9400
betont unhöflich, scharf tadeln;6333
jemanden gefügig machen;6333
pedantisch Wert auf jedes einzelne Wort legend;6260
Kleinigkeiten übertrieben wichtig nehmend;6280
jemand beugen, erniedrigen;6333
betont unhöflich, scharf tadeln;6333
zerkleinern, kleinschlagen;7430
große Holzstücke mit dem Keil spalten;7520
das Knochengerüst eines gebratenen Huhns herauslösen;5911
verschwinden, verduften;7020
jemanden denunzieren;7200
jemanden heftig schimpfen;6333
unterwürfig sein;6280
oberflächliches Pflügen nach der Ernte;7440
betont unhöflich, scharf tadeln;6333
große Holzstücke mit dem Keil spalten;7520
streiten von Frauen;6333
die Klingel betätigen;5220
einen bestimmten Klang habend;5420
originalgetreu, exakt;7200
Knirschen von Schnee, wenn man darüber läuft;2200
Klappern von aneinanderschlagenden Blechdeckeln;7735
"hellen Ton von sich gebend; heftig, extrem";5420
Klappern von aneinanderschlagenden Blechdeckeln;7735
"hellen Ton von sich gebend; heftig, extrem";5420
Klappern von aneinanderschlagenden Blechdeckeln;7735
große Holzstücke mit dem Keil spalten;7520
zerkleinern, kleinschlagen;7430
heftig schlagen des Herzens;5320
klopfen, schlagen;5521
Fußball schießen;7340
Sense mit dem Hammer schärfen;7402
durch Klopfen zerkleinern;9130
klopfen;5520
klopfen (in Redensart);5521
Prasseln des Hagels an die Scheibe;2200
Sense mit dem Hammer schärfen (ironisch);7402
zerkleinern, kleinschlagen;7430
klopfen, zerschlagen;7430
Fußball schießen;7340
sumpfig;7420
zerkleinern, kleinschlagen;7430
infolge ungleichmäßiger Bewegung auf unebenem, steinigem o. ä. Untergrund schüttern, wackeln;7810
zu einem Klumpen geformt;2700
schaukeln (Kindersprache);7360
kastrieren;7450
ein Stierkalb kastrieren;7450
den Eber kastrieren;4113
Fußball schießen;7340
ein Stierkalb kastrieren;7450
Laute von sich geben: Hund;4020
mühsam schnaufen;5330
schimpfen;6333
Laute von sich geben: Hund;4020
verpetzen, denunzieren;6540
dauernd schimpfen;6333
jemanden aufhetzen;6460
kräftig rühren, durch kreisförmige Bewegung mit einem Rührgerät mischen;9800
einstehen für, gewährleisten;6500
kräftig rühren, durch kreisförmige Bewegung mit einem Rührgerät mischen;9800
nass, verwässert;2700
zerschnittene Klöße;5911
hinken;5530
knackendes Geräusch erzeugen, von Gelenken;5240
dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm;5340
Knirschen von Schnee, wenn man darüber läuft;2200
einen Knall von sich geben;5420
schlagen, ohrfeigen;5521
streiten;6333
"Ausdruck für ""die Sonne brennt herunter""";2100
ausplaudern;7210
donnern, gewittern;2200
einen Knall von sich geben (in Redensart);6420
schlagen;5521
schwätzen;7210
mit dem Finger hinter die Ohren schnippen;5521
gerade ausreichend, eben noch;9330
hinken;5530
schief, hinkend gehend;5210
Knirschen von Schnee, wenn man darüber läuft;2200
allein vor sich hin schimpfen;6333
Knirschen von Schnee, wenn man darüber läuft;2200
Knirschen von Schnee, wenn man darüber läuft;2200
still, fast tränenlos weinen;6320
Weinen von Kindern;6320
lautes Schreien ohne Verständigungsabsicht;5560
weinen;6320
gekochte Äpfel oder Kartoffeln durch Sieb drücken;7740
Knirschen von Schnee, wenn man darüber läuft;2200
treten;5530
Knirschen von Schnee, wenn man darüber läuft;2200
allein vor sich hin schimpfen;6333
schimpfen, beleidigt sein;6333
weinen;6320
still weinen oder schluchzen;6320
Weinen von Kindern;6320
still, fast tränenlos weinen;6320
weinen (verächtlich);6320
weinen;6320
Weinen von Kindern;6320
Weinen von Frauen;6320
schluchzen;6320
schreien von Kindern;5560
weinen (verächtlich);6320
Weinen von Kindern;6320
Laute von sich geben: Katze;4020
Laute von sich geben: Hund;4020
schimpfen;6333
allein vor sich hin schimpfen;6333
aus Kummer weinen;6320
aus Wut oder Zorn weinen;6320
still weinen oder schluchzen;6320
still, fast tränenlos weinen;6320
still weinen oder schluchzen;6320
geizig, übersparsam;6280
geizig sein;6280
jammern, klagen;6320
weinen;6320
Weinen von Kindern;6320
still weinen oder schluchzen;6320
jemandem etwas abbetteln, abnötigen;6415
still, fast tränenlos weinen;6320
weinen (verächtlich);6320
auf den Fuß treten;5530
bremsen;9800
schreien von Kindern;5560
tränenreich weinen;6320
Weinen von Kindern;6320
still weinen oder schluchzen;6320
weinen;6320
schreien;5560
mit Gewalt zur Liebe zwingen (pejor);5350
jemanden plagen, quälen;6333
streiten von Frauen;6333
Laute von sich geben: Hund;4020
schimpfen;6333
"jemandem ein Stückchen Haut und Fleisch so [zwischen den Fingern] zusammenpressen, dass es schmerzt; zwicken";5520
Brot- oder Kuchenteig kneten;7740
kneten, Teig (drückend) mit den Händen bearbeiten;5520
Brotteig kneten;7740
geizig;6280
geizig;6280
geizig;6280
geizig;6280
Kleinigkeiten übertrieben wichtig nehmend;6280
geizig;6280
eine Haltung einnehmen, bei der das Körpergewicht bei abgewinkelten Beinen auf einem oder beiden Knien ruht;5530
geizig;6280
Knirschen von Schnee, wenn man darüber läuft;2200
weinen;6320
ein hartes Geräusch von sich geben vom Schnee, wenn man darüber läuft;2200
ein hartes Geräusch von sich geben vom Schnee, wenn man darüber läuft;2200
Knirschen von Schnee, wenn man darüber läuft;2200
ein helles, kurzes, leise raschelndes Geräusch von sich geben;5420
gekochte Äpfel oder Kartoffeln durch Sieb drücken;7740
weinen;6320
Weinen von Kindern;6320
bei großer Anstrengung stöhnen;5360
gekochte Kartoffeln durch Sieb drücken;7740
jemandem etwas abbetteln, abnötigen;6415
kneten (Teig);7560
still weinen oder schluchzen;6320
sehr mager, stark abgemagert;5210
astig, von Holz;7520
astig, von Holz;7520
besonders, herausragend, fabelhaft;9240
vergnüglich, fabelhaft;7300
astig, von Holz;7520
krumm gewachsen;3100
astig, von Holz;7520
verdrehtes Wachstum aufweisend;9220
astig, von Holz;7520
verdrehtes Wachstum aufweisend;9220
astig, von Holz;7520
verdrehtes Wachstum aufweisend;9220
nicht groß gewachsen, aber von kräftiger Statur;5210
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
das Kopftuch binden;5936
astig, von Holz;7520
astig, von Holz;7520
auf den Fuß treten;5530
beim Radfahren in die Pedale treten;7820
gekochte Äpfel oder Kartoffeln durch Sieb drücken;7740
die Wiese zusammentreten;5530
jemandem etwas abbetteln, abnötigen;6415
kneten (Teig);7560
still weinen oder schluchzen;6320
dauernd schimpfen;6333
allein vor sich hin schimpfen;6333
schimpfen;6333
Laute von sich geben: Hund;4020
kämpfen von Ziegen gegeneinander;4115
kämpfen der Zicklein;4115
sich mit dem Fuß berühren;5530
sich mit dem Fuß berühren;5530
ein Stierkalb kastrieren;7450
streiten von Kindern um etwas;6333
kämpfen der Zicklein;4115
Laute von sich geben: Hund;4020
fauchen (Katze) ?;4020
rollende Laute von sich geben (in Redensart);5340
dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm;5340
Laute von sich geben: Schwein;4020
Laute von sich geben: Katze;4020
allein vor sich hin schimpfen;6333
streiten;6333
schimpfen;6333
rollende Laute von sich gebend;5420
dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm;5340
rollende Laute von sich geben;5420
rollende Laute von sich gebend;5420
Laute von sich geben: Hund;4020
Laute von sich geben: Hund (anhaltendes Bellen);4020
Weinen von Kindern;6320
still weinen oder schluchzen;6320
weinen;6320
Weinen von Kindern;6320
schimpfen;6333
weinen;6320
weinen (verächtlich);6320
jemanden plagen, quälen;6333
schimpfen;6333
schreien von Kindern;5560
still weinen oder schluchzen;6320
Weinen von Kindern;6320
weinen;6320
Hochatmen des Viehs, wenn es sich überfressen hat;7450
Weinen von Kindern;6320
schluchzen;6320
Fußball schießen;7340
mit Knödeln versehen;9315
zerkleinern, kleinschlagen;7430
herumwälzen (einen schweren Gegenstand);9800
bei großer Anstrengung stöhnen;5360
gekochte Äpfel oder Kartoffeln durch Sieb drücken;7740
still, fast tränenlos weinen;6320
Brot- oder Kuchenteig anrühren;7560
Hochatmen des Viehs, wenn es sich überfressen hat;7450
Weinen von Kindern;6320
mit vollem Mund kauen;5360
trödeln, sich über eine anstrengende Arbeit beklagen;5570
wählerisch im Fressen vom Vieh;5910
astig, von Holz;7520
astig, von Holz;7520
schlecht, knotig von Flickarbeit;7545
unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden;7546
das Kopftuch binden;5936
astig, von Holz;7520
gekochte Äpfel oder Kartoffeln durch Sieb drücken;7740
weinen;6320
beim Radfahren in die Pedale treten;7820
kneten (Teig);7560
ein beleidigtes Gesicht machen;6320
gekochte Kartoffeln durch Sieb drücken;7740
still weinen oder schluchzen;6320
weinen (allgemeinstes Wort);6300
stricken;7545
das Kopftuch binden;5936
das Kopftuch binden;5936
das Kopftuch binden;5936
schreien;5560
Flüssigkeit zum Siedepunkt erhitzen;9233
kochen, Speise garen;7740
Speisen zubereiten;7740
Essen zubereiten;7740
kochen (in Redensart);7740
garen, zubereiten;7740
kochen, Speise zubereiten (in Redensart);7740
kochen, Speisen oder Futter zubereiten;7740
zubereiten, kochen;7740
fertig vorbereitet zum Braten;5910
etwas bestreiten, abstreiten;6440
stockdunkel;2100
stockdunkel;2100
tiefschwarz verfärbt (in Redensart);9231
dunkel, von Gewitterwolken;2200
schwarz wie Kohle;9231
tiefschwarz;9231
tiefschwarz verfärbt (in Redensart);9231
niedlich, artig, graziös;5210
stehlen;8320
rollen, wälzen;9800
dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm;5340
Vorgang, wenn ein Vogel seine Federn so stellt, dass sie abstehen und der Vogelkörper ganz rund aussieht;4200
aufbegehren gegen jemand;6440
aus Wut oder Zorn weinen;6320
sehr, enorm;9400
sehr groß, stark;9400
sonderbar (Charakter);6280
sonderbar, seltsam;9240
sonderbar (Charakter), spröde;6280
fade, träge, stumpfsinnig;6280
seltsam;9240
nicht normgerecht vom Verhalten, ungehobelt, ungezogen;7020
schwindlig;5310
sonderbar, abgesondert, zurückhaltend;7020
seltsam, unwohl;5700
sonderbar, nicht der Norm entsprechend;7020
verdorbener Magen;5340
Ruf des Totenvogels;4200
"""her damit""";1120
auf, streng dich an;1230
bitte;1230
jemandem eine Arbeit anweisen;6420
jemanden zur Eile antreiben;5570
eintreten, eintreffen, sich ereignen;9316
geschehen, sich ereignen;9800
bevorstehen, sich ereignen;9800
sich nähern;5531
gelangen;9800
kommen (in Redensart);9313
kommen, zurückkommen;9500
bevorstehen;9800
in einen Zustand geraten;9130
vorstellig werden;5531
ankommen, anreisen;5531
hervortreten;9800
zusammenbrauen von Gewitter;2200
kommen, gelangen;9800
herannahen;9800
geboren werden;5820
sich begeben;9800
gelangen (in Redensart);0
kommen;5531
eintreffen;9800
hinzugegeben werden;9315
gelangen zu, erreichen;7020
kommen, ankommen;5531
