lemma,bedeutung,sachgruppe
Sauweife,"Person, die viel redet und es dabei mit der Wahrheit nicht so genau nimmt",6110
Sauweife,klatschsüchtige Frau,6135
Sauweife,"Frau, die den ganzen Tag in der Stadt herumläuft, um Klatsch zu verbreiten",6135
Sauweife,Schwätzer,7200
Sauweife,redseliger Mann,6121
Sauweife,"Mensch, der Unsinn erzählt",6110
Sauweife,geltungssüchtiger Ausplauderer,6126
Sauweife,klatschsüchtige Frau ?,6135
Sauweife,"ständig schimpfende, keifende Frau",6131
Sauweife,"Klatschbase, Denunziantin",6135
Sauweife,"Klatschmaul, Denunziant",6135
Sauweifer,"Mann, der ununterbrochen redet, sich gern reden hört",6126
Sauweifer,"Person, die viel redet und es dabei mit der Wahrheit nicht so genau nimmt",6110
Sauwetter,schlechtes Wetter,2200
Sauwetter,Winterwetter im Herbst,2200
Sauwetter,Aprilschauer,2200
Sauwetter,unangenehme Witterung,2200
Sauwetter,Wetter (pejor),2200
Sauwetter,sehr schlechtes Wetter,2200
Sauwind,Wirbelwind,2300
Sauwind,kalter Nordwind,2300
Sauwirtschaft,großes Durcheinander in der Küche nach dem Kochen,7740
Sauwolle,Schweineborsten,4113
Sauwurstler,"Person, die flüchtig arbeitet",6114
Sauwut,"ausgeprägte, heftige Wut",6320
Sauwut,"große Wut, Hass",6333
Sauwut,große Wut,6320
Sauwut,großer Zorn,6320
Sauwärme,sehr große Hitze,2200
Sauwägelein,Wagen für den Viehtransport,7820
Sauzahn,sehr hohes Tempo,9800
Sauzeug,Getränk (pejor),5920
Sauzuchtel,"Frau, die bösartigen Klatsch verbreitet",6135
Sauzug,"Druck, der hinter einem Wurf (z. B. Steinwurf) sitzt",9230
Sauzwiebel,"Uhr, die oft stehen bleibt",7500
Sauärschlein,Anrede unter Verliebten,6332
Sauäugelein,kleine Augen,5210
Sauäuglein,Auge des Schweins,4010
Schabbes,"auffallend hässlicher, kitschiger Damenhut",5936
Schabbes,Sabbat,8800
Schabbes,Zylinderhut,5936
Schabbes,steifer schwarzer Feiertagshut,5936
Schabbes Claque,Zylinderhut,5936
Schabbesdeckel,"Hut, der eine außergewöhnliche Form hat",5936
Schabbesdeckel,"auffallend hässlicher, kitschiger Damenhut",5936
Schabbesdeckel,steifer schwarzer Feiertagshut,5936
Schabbesdeckel,Feiertagshut der Menschen jüdischen Glaubens,5936
Schabbesdeckel,Zylinderhut,5936
Schabbesschmusen,unwahre Geschichte,6530
Schabdach,"Hut, der eine außergewöhnliche Form hat",5936
Schabe,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Schabe,Kellerassel,4600
Schabe,Schabe (in Redensart),4700
Schabe,"Schabe, Motte",4700
Schabel,Mund (pejor),5200
Schabe/r,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Schaber,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Schaber,"Gerät mit langem Stiel und geradem an der unteren Kante geschärftem Metallblatt, das auch zum Schneelockern und Beseitigen verwendet wird; wird im Handel als Stoßscharre oder Rindenschäler vertrieben",7530
Schaber,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Schaber,Radiergummi,8400
Schaber,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Schaber,"Gerät, um Stifte zu spitzen",8400
Schaber,hölzerne Schneeräumschaufel,7736
Schaberlein,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Schabernack,Lausbubenstreich,7360
Schabernack,Zylinderhut,5936
Schabfutter,"dritter Grasschnitt, der ungetrocknet verfüttert wird",7450
Schabracke,Frau (pejor),6111
Schabrinde,Rinde die beim Brettersägen entfernt wird,3010
Schachameyer,Familienname,7110
Schacher,Heiratsvermittler,7321
Schacht,"Wetzsteinbehälter aus Holz, den man sich umhängt",7402
Schachtel,runde Schachtel für Schuhcreme,5937
Schachtel,Frau (pejor),5150
Schachtel,Kästchen mit Schiebedeckel für Stifte,8400
Schachtel,eine dicke und dabei sehr kleine Frau,5162
Schachtel,"Frau, Mädchen (pejor)",6131
Schachtel,Gefäß für Futtersalz oder Kraftfutter,7450
Schachtel,Schachtel (in Redensart),5165
Schachtel,"Uhr, die oft stehen bleibt",7500
Schachtel,abschätzig für Geige,8730
Schachtel,"auffallend hässlicher, kitschiger Damenhut",5936
Schachtel,"nachlässige, weibliche Person, die unordentlich arbeitet",6134
Schachtel,"ständig schimpfende, keifende Frau",6131
Schachtel,"zum Verpacken, Aufbewahren von Gegenständen, Waren dienender, verhältnismäßig flacher, dünnwandiger, nicht sehr fester Behälter aus Pappe o. Ä. mit Deckel oder Klappe zum Verschließen",7800
Schachtelein,runde Schachtel für Schuhcreme,5937
Schachtelkrämer,Gemischtwarenhändler (spöttisch),7600
Schachterl,runde Schachtel für Schuhcreme,5937
Schaf,Schaf,4114
Schaf,geschlechtsreifes Schaf,4114
Schaf,Schaf (in Redensart),4114
Schaf,Kollektivbezeichnung für Schafe,4114
Schaf,Frau (pejor),6111
Schaf,Mann (pejor),5130
Schaf,"junges Schaf, das schon fortpflanzungsfähig ist, aber noch nicht gelammt hat",4114
Schaf,Mensch (pejor),6111
Schaf,Anrede unter Verliebten,6332
Schaf,Dummkopf,6111
Schaf,"Mann (pejor): Mann, der sich von seiner Frau alles gefallen lässt",6121
Schaf,"jemand, der sich ungebührlich benimmt",6116
Schaf,neu geborenes weibliches Schaf,4114
Schaf,nicht energische weibliche Person,6134
Schaf,schlechtester Schüler der Klasse,8400
Schaf,weibliches Schaf,4114
Schafbein,"Mann, dessen Frau ihm durch schimpfen zusetzt",6120
Schafbock,Schafbock,4114
Schafbock,kastriertes männliches Schaf,4114
Schafbock,männliches Schaf,4114
Schafbock,Hammel,4114
Schafbock,kastrieren,7450
Schafbock,neu geborenes männliches Schaf,4114
Schafbockel,Schafbock,4114
Schafbockel,kastriertes männliches Schaf,4114
Schafbrache,die aus Ackerland neu entstandene Wiese,7420
Schafbägelein,neu geborenes weibliches Schaf,4114
Schafbätz,geschlechtsreifes Schaf,4114
Schafbätz,neu geborenes weibliches Schaf,4114
Schafbätzelein,neu geborenes weibliches Schaf,4114
Schafbätzelein,Blütenstände der Haselnuss,3010
Schafbätzelein,"junges Schaf, das schon fortpflanzungsfähig ist, aber noch nicht gelammt hat",4114
Schafchen,Anrede unter Verliebten,6332
Schafensstall,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schaff,"Gefäß, in dem das Fleisch in Salzlake gelegt und aufbewahrt wird",7565
Schaff,zum Viehtränken gebrauchtes Wassergefäß,7450
Schaff,Gefäß für Futtersalz oder Kraftfutter,7450
Schaff,Wassergefäß,7735
Schaffeimer,Gefäß für Futtersalz oder Kraftfutter,7450
Schaffer,"Mensch, der schnell und dennoch gut arbeitet",6114
Schaffer,"Person, die flüchtig arbeitet",6114
Schafferin,"fleißige, viel arbeitende Frau",6134
Schaffessel,"Fessel, mit der man den Schafen bei der Schur die Füße zusammenbindet",4114
Schaffgebäck,traditionelles Kirchweihgebäck,5911
Schaffhausen,Ortsname (Wortspiel),8150
Schaffner,"Person, die in öffentlichen Verkehrsmitteln Fahrausweise verkauft, kontrolliert",7830
Schaffnerspfeife,"akustisches Gerät (Pfeife), mit dem die Zugaufsicht das Zeichen zum Schließen der Türen gibt, dem die Abfahrt des Zuges folgt",7830
Schafgaden,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafgatter,einzelne verrückbare Schafhürde,4114
Schafhalle,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafhammel,kastriertes männliches Schaf,4114
Schafhaus,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafherde,Schafherde,4114
Schafhorde,einzelne verrückbare Schafhürde,4114
Schafhorde,"Gatter aus Flechtwerk, die man zu einem Pferch zusammenfügt",4114
Schafhund,"Hund, der bei Schafhaltung eingesetzt wird",4117
Schafhäberling,"junges Schaf, das schon fortpflanzungsfähig ist, aber noch nicht gelammt hat",4114
Schafhürde,einzelne verrückbare Schafhürde,4114
Schafhütte,"Karren, in dem der Schäfer übernachtet",4114
Schafhütte,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafkarren,"Karren, in dem der Schäfer übernachtet",4114
Schafkelle,"Kelle, die der Schäfer mit sich trägt",4114
Schafkopf,Dummkopf,6111
Schafkopf,"Mann, dessen Frau ihm durch schimpfen zusetzt",6120
Schafkopfen,Kartenspielen,7380
Schafkoben,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schaflamm,neu geborenes weibliches Schaf,4114
Schafleder,Schafleder (in Redensart),7540
Schaflämmlein,neu geborenes weibliches Schaf,4114
Schaflein,Anrede unter Verliebten,6332
Schafmarke,Eigentumszeichen bei Schafen,4114
Schafpferch,"Schafpferch, in dem die Schafe nächtigen",4114
Schafpferch,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafpferch,einzelne verrückbare Schafhürde,4114
Schafnase,Birnensorte,3120
Schafraufe,aus Stäben bestehendes Futtergestell fürs Vieh,7450
Schafsbock,Schafbock,4114
Schafsbock,männliches Schaf,4114
Schafscheuer,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafscheuere,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafscheune,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafschwanz,Königskerze,3500
Schafsgeblök,Lautäußerung des Schafs,4020
Schafshäberling,"junges Schaf, das schon fortpflanzungsfähig ist, aber noch nicht gelammt hat",4114
Schafshütte,"Karren, in dem der Schäfer übernachtet",4114
Schafskopf,Dummkopf,6111
Schafskälte,große Kälte,2400
Schafspferch,"Schafpferch, in dem die Schafe nächtigen",4114
Schafstadel,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafstall,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafstall,"Schafpferch, in dem die Schafe nächtigen",4114
Schafstall,einzelne verrückbare Schafhürde,4114
Schafstall,Anbau ans Haus für die Schafe,7410
Schafstrick,"Strick, den man auch dazu verwendet, den Schafen bei der Schur die Füße zusammenzubinden",4114
Schafsstall,"Stall oder Verschlag, in dem die Schafe überwintern",4114
Schafszeichen,Eigentumszeichen bei Schafen,4114
Schafter,Stiefel mit langem Schaft,5937
Schaftnacher,Bezeichnung für einen Einwohner von Schaftnach,8130
Schaftstiefel,Stiefel mit langem Schaft,5937
Schafzagel,Schachtelhalm,3500
Schafziege,Ziege ohne Hörner,4115
Schafzähnlein,grob gemahlene Graupe,5910
Schake,Stechmücke,4700
Schaippacher,aus Schaippach,8130
Schafzeichen,Eigentumszeichen bei Schafen,4114
Schalboden,"Holzboden, Holzfläche",7720
Schalenbrett,Schrank für Kochutensilien,7740
Schalein,Tasse,7735
Schale,große Kaffeetasse,7735
Schale,Apfelschale,3120
Schale,Eierschale,4200
Schale,Schale von Stachel- oder Weinbeere,3210
Schale,"Schale um Getreidekorn, Spelze",3300
Schale,Kartoffelschale,7740
Schale,"Spelze, Getreidehülse",3300
Schale,Rinde die beim Brettersägen entfernt wird,3010
Schale,"Wetterbrett, mit den Deichselarmen verbundene Unterlage des Rungenschemels am Leiterwagen",7403
Schale,Tasse,7735
Schale,Gefäß für Futtersalz oder Kraftfutter,7450
Schale,"Holzboden, Holzfläche",7720
Schale,Hornschicht am Fuß des Schweins,4113
Schale,Hülse von Hülsenfrüchten,7740
Schale,Tonschüssel für die gemolkene Milch,7455
Schale,Träger für den Aufsatz des Leiterwagens in der Mitte des Fahrgestells,7403
Schale,das harte Äußere am Käse,7455
Schalholz,einzelnes Holzstück eines Holzbodens,7720
Schalholz,"Wetterbrett, mit den Deichselarmen verbundene Unterlage des Rungenschemels am Leiterwagen",7403
Schalhölzer,Knüppel des Knüppeldamms,7810
Schaller,Familienname,7110
Schalmilch,sauer gewordene Milch,7455
Schalnüsslein,Erdnuss,3400
Schaltjahr,Jahr mit einem Schalttag,9600
Schalwagen,"Wagenaufsatz mit Bordwänden, Bretterwagen",7403
Schamkerl,"Mann (pejor): hochmütiger Frauenheld, Schönling",6126
Schampes,"Mann (pejor): alter Mann, der sich für junge Mädchen interessiert",6126
Schampus,Sekt,5925
Schande,Schande (in Redensart),6320
Schande,Unehre,6520
Schande,Schande,6520
Schande,Skandal,6520
Schandmaul,"ständig schimpfende, keifende Frau",6131
Schandmaul,"Person, die über einen anderen schimpft",6111
Schandmaul,"Schulkind, das dem Lehrer immer alles verrät",8400
Schandmaul,klatschsüchtige Frau,6135
Schangankel,sehr langer Mensch,5121
Schani,Franzose (pejor),6110
Schanze,"Tragegefäß, Korb, um abgerutschte Ackererde wieder nach oben zu tragen",7735
Schanze,"Korb, mit dem man Erde trägt",7735
Schanze,Gefäß für Futtersalz oder Kraftfutter,7450
Schanze,"Korb, Tragegefäß",7735
Schanzensau,Ferkel,4113
Schanzensäulein,Ferkel,4113
Schanzgraben,Graben am Straßenrand,7810
Schanzkarre(n),"einrädrige Karre mit Kastenaufsatz, Schubkarre",7403
Schanzkarren,"einrädrige Karre mit Kastenaufsatz, Schubkarre",7403
Schanzkettlein,"Kette, die die beiden Wagenleitern zusammenhält",7403
Schanzschaufel,eiserne Schneeräumschaufel,7736
Schanzschaufel,hölzerne Schneeräumschaufel,7736
Schar(re),"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Schar,Pflugschar,7404
Schar,Spaten zum Umgraben des Gartens,7402
Schar,Bezeichnung für den unteren Teil des Spatens,7505
Schar,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Schar,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Scharbrett,Spaten zum Umgraben des Gartens,7402
Scharbrett,Bezeichnung für den unteren Teil des Spatens,7505
Scharblech,Bezeichnung für den unteren Teil des Spatens,7505
Scharblatt,Bezeichnung für den unteren Teil des Spatens,7505
Schardt,Familienname,7110
Schare,Spaten zum Umgraben des Gartens,7402
Schare,Bezeichnung für den unteren Teil des Spatens,7505
Schare,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Schare,Kästchen mit Schiebedeckel für Stifte,8400
Schareblatt,Bezeichnung für den unteren Teil des Spatens,7505
Schareisen,Spaten zum Umgraben des Gartens,7402
Scharen,Bezeichnung für den unteren Teil des Spatens,7505
Scharegge,"Gerät, mit dem man sehr grobe Erdschollen nach dem Pflügen zerkleinert",7402
Scharegge,"Egge, mit der man Erdschollen zerkleinert",7402
Scharegge,"Gerät, mit dem man die Ackererde lockert",7404
Scharegge,spezielle Egge,7402
Scharfe,"Frau (pejor): Mädchen, das die Leidenschaft der Burschen erregt",5350
Scharfe,"junge Frau, Mädchen, die bzw. das sexuell sehr aktiv ist und wechselnde Partner hat (pejor)",6136
Scharfe,Frau (pejor): untreu,6136
Scharfer,"junger Bursche, Mann, der sexuell sehr aktiv ist und wechselnde Partnerinnen hat (pejor)",6126
Scharfer,kalter Nordwind,2300
Scharfkante,der zur Schneide ausgedengelte Rand des Sensenblattes,7402
Scharmützierer,"junger Bursche, Mann, der sexuell sehr aktiv ist und wechselnde Partnerinnen hat (pejor)",6126
Scharre,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Scharre,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Scharre,Gerät zum Abputzen der Pflugschar,7402
Scharre,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Scharre,"Gerät mit langem Stiel und geradem an der unteren Kante geschärftem Metallblatt, das auch zum Schneelockern und Beseitigen verwendet wird; wird im Handel als Stoßscharre oder Rindenschäler vertrieben",7530
Scharre,langer Fingernagel,5210
Scharre,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Scharre,stumpfes Messer (pejor),7736
Scharre,stumpfes Messer (pejorativ),7736
Scharreisen,Gerät zum Abputzen der Pflugschar,7402
Scharrer,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Scharrer,Familienname,7110
Scharrkuchen,traditionelles Kirchweihgebäck,5911
Scharrlein,Gerät zum Abputzen der Pflugschar,7402
Scharrlein,"in Scheiben geschnittene und in Fett angebratene gekochte Kartoffeln, Bratkartoffeln",5911
Scharrlein,"in Scheiben geschnittene und in Fett angebratene gekochte Kartoffelscheiben, Bratkartoffeln",5911
Scharrlein,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Scharrte,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Scharschaufel,Bezeichnung für den unteren Teil des Spatens,7505
Scharscheit,Spaten zum Umgraben des Gartens,7402
Scharte,unbestellter Streifen Acker infolge schlampigen Säens,7440
Schart,Kirchweihgebäck aus Hefeteig,5911
Scharteke,streitsüchtige Person,6112
Scharter,stumpfes Messer (pejor),7736
Schatten,Schatten,2000
Schatten,Schatten (in Redensart),2100
Schattenbuckel,"Abhang im Gelände, auf den lange keine Sonne fällt, also ein Nordhang",2800
Schattenfleck,"nordseitig gelegenes Flurstück, das nur selten von der Sonne beschienen wird",2800
Schattenhang,"Abhang im Gelände, auf den lange keine Sonne fällt, also ein Nordhang",2800
Schattenlehner,"Schulkind, das sich auffallend von den anderen zurückzieht",8400
Schattenlehner,energieloser Mann,6121
Schattenleite,"Abhang im Gelände, auf den lange keine Sonne fällt, also ein Nordhang",2800
Schattenseite,"Teil eines Flurstücks, das überwiegend im Schatten liegt",9520
Schattholz,Unterholz,3110
Schatzel,Anrede unter Verliebten,6332
Schatz,Anrede unter Verliebten,6332
Schatz,"Freund, Liebhaber (in Redensart)",6332
Schatz,Geliebter,7100
Schatz,das einzige Kind einer Familie,7010
Schatz,Familienname,7110
Schatz,beste Freundin,7012
Schatzelein,Anrede unter Verliebten,6332
Schatzi,Anrede unter Verliebten,6332
Schatzlein,Anrede unter Verliebten,6332
Schau,Schau (in Redensart)),8600
Schaub,Verbotszeichen für den Schäfer,7450
Schaub,Familienname,7110
Schaube,Verbotszeichen für den Schäfer,7450
Schaubstecken,Verbotszeichen für den Schäfer,7450
Schaubzopf,Strohbündel zum Dachabdichten,7710
Schauer,Aprilschauer,2200
Schaufel,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Schaufel,Bezeichnung für den unteren Teil des Spatens,7505
Schaufel,"Gerät, mit dem man die Ackererde dort wendet, wo man mit dem Pflug nicht hinkommt",7402
Schaufel,Schaufel,7500
Schaufel,Spaten zum Umgraben des Gartens,7402
Schaufel,"Getreidemenge, die mit einer Sensenbewegung umgemäht wird",7440
Schaufel,hölzerne Schneeräumschaufel,7736
Schauerbutzen,Aprilschauer,2200
Schaufelblatt,Bezeichnung für den unteren Teil des Spatens,7505
Schaufelpflug,bestimmter Pflugtyp,7404
Schauferl,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Schaufler,Kartoffelpflug mit Schleudergabeln,7404
Schaukelburschenkappe,flache Schirmmütze,5936
Schaukel,"aus einem an zwei Seilen, Ketten o. Ä. waagrecht aufgehängten Brett o. Ä. bestehendes Spielgerät zum Schaukeln",7360
Schaukel,Kinderwiege,7730
Schaufrau,"Frau (pejor): Mädchen, das die Leidenschaft der Burschen erregt",5350
Schaukelein,hängende Schaukel (Kindersprache),7360
Schaum,"Bierschaum, Bierkrone",5920
Schaum,Schimmel auf Flüssigkeiten,5920
Schaumabschöpfer,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumfeimer,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumheber,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumkelle,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumlöffel,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumschläger,"Person, die viel redet und es dabei mit der Wahrheit nicht so genau nimmt",6110
Schaumschläger,"Quirl, Schneebesen ?",7740
Schaumschläger,"Quirl, Schneebesen ? (Küchengerät)",7736
Schaumschöpfer,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumseiher,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumsieber,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Schaumwein,Sekt,5925
Schauspieler,"Mensch, der nur in der Öffentlichkeit liebenswürdig und freundlich, zu Hause jedoch unwirsch und unberechenbar ist",6116
Schaustück,"Mädchen, das besonders kräftig aussieht",5163
Schdando,Freiplatz beim Fangenspiel,7360
Schecke,Kuh mit geflecktem Fell,4111
Schecke,Kuh mit weißer Stirn,4111
Scheckenbach,Familienname,7110
Schecklein,"Blesse, heller Fleck im Fell",4010
Schecklein,Kuh mit geflecktem Fell,4111
Scheehullern,Schneerolle zum Bau eines Schneemanns,7360
Scheelatzel,"Person, die schielt",5120
Scheelauge,"Person, die schielt",5120
Scheelauget,"Person, die schielt",5120
Scheelbock,griesgrämig blickender Mensch,6110
Scheele,"Frau, die schielt",5160
Scheele,sauer gewordene Milch,7455
Scheeler,"Person, die schielt",5120
Scheelmilch,sauer gewordene Milch,7455
Scheeleter,"Person, die schielt",5120
Scheer,Familienname,7110
Scheeschaufel,eiserne Schneeräumschaufel,7736
Scheffel,"Getreidemenge, aus der eine Garbe gemacht wird",7440
Scheffel,Maßeinheit für Getreide,9350
Scheibe,Scheibe,7720
Scheibe,Fensterscheibe,7720
Scheibe,vorderster Teil des Schweinerüssels,4010
Scheibe,"Scheibe, Stück",9210
Scheibe,"flaches Metallstück, das man in die Fleischmühle einsetzt",7501
Scheibe,"leichte, ganz dünne Eisschicht",2400
Scheibe,"Gerät, mit dem man sehr grobe Erdschollen nach dem Pflügen zerkleinert",7402
Scheibe,Langholzabschnitt,7550
Scheibe,Ohrfeige,5521
Scheibe,Scheibe (in Redensart),9220
Scheibel,"Scheibe, Stück",7565
Scheibelein,"in Scheiben geschnittene und in Fett angebratene gekochte Kartoffeln, Bratkartoffeln",5911
Scheibelein,in Fett gebratene rohe Kartoffelstückchen,5911
Scheibelein,"Scheibe, Stück",5910
Scheibelein,in Fett gebratene Kartoffelstückchen,5911
Scheibenhonig,Scheiße,9330
Scheibenegge,"Gerät, mit dem man sehr grobe Erdschollen nach dem Pflügen zerkleinert",7402
Scheibenegge,"Gerät, mit dem man die Ackererde lockert",7404
Scheiblein,"in Scheiben geschnittene und in Fett angebratene gekochte Kartoffeln, Bratkartoffeln",5911
Scheidbündel,Mitbringsel vom Hochzeitsessen,7321
Scheide,Geschlechtsteil der Kuh,4111
Scheide,Wetzsteinbehälter,7402
Scheide,Geschlechtsorgane der Kuh,4111
Scheide,Geschlechtsteile der Kuh,4111
Scheide,Wetzsteinbehälter (war manchmal ein hohles Kuhhorn),7402
Scheide,die Grenze der Dorfgemarkung,8221
Scheidenkatarrh,Erkrankung an den Geschlechtsorganen der Kuh,4111
Scheidung,die Grenze der Dorfgemarkung,8221
Scheidung,die Grenze der Dorfgemarkung im Wald,8221
Scheidewand,Wand zwischen den Vierteln der Tenne,7410
Scheidwand,Wand zwischen den Vierteln der Tenne,7410
Scheidwand,Nahtstelle zwischen den beiden Betten des Ehebettes,7730
Scheiftung,"Öffnung zwischen zwei Balken, zwischen denen die Deichsel des Leiterwagens gehalten wird",7403
Scheine,Gewässer,8140
Schein,"Leuchten, Licht (in Redensart)",2100
Scheinegrund,"Flur, Landschaft",8140
Scheinheilige,"Liebling, bevorzugte Schülerin des Lehrers",7010
Scheinheiliger,"junger Mensch, der sich spröde stellt, es aber gar nicht ist",6530
Scheinheiliger,"Mensch, der nur in der Öffentlichkeit liebenswürdig und freundlich, zu Hause jedoch unwirsch und unberechenbar ist",6116
Scheinheiliger,Spottname für die katholischen Kinder (pejor),7011
Scheinheiliger,Denunziant,6500
Scheinheiliger,"Mensch, der an einer Prozession teilnimmt",8850
Scheinheiliger,"Schulkind, das dem Lehrer immer alles verrät",8400
Scheit,Bezeichnung für den unteren Teil des Spatens,7505
Scheit,Langholzabschnitt,7550
Scheit,Stück (in Redensart),9311
Scheit,Stück Holz (in Redensart),7550
Scheit,Spaten zum Umgraben des Gartens,7402
Scheit Holz,sturer Mensch,6117
Scheitel,Haarscheitel,5940
Scheitel,Scheitel,5940
Scheitel,Kleinholz zum Feuermachen,7750
Scheiter,Fällkerbe im Baumstamm,7550
Scheiter,Langholzabschnitt,7550
Scheithauer,Waldarbeiter,7550
Scheithauer,Waldarbeiter (in Redensart),7550
Scheitholz,Langholzabschnitt,7550
Scheitholz,Festholz,7520
Scheitholz,"Langholzabschnitt, gespalten",7550
Scheitlein,Langholzabschnitt,7550
Scheitlein,Stück Holz,7520
Scheitlein,Stück Holz (in Redensart),7550
Scheiß,"Unsinn, Unfug",6560
Scheiß,"Beschwerlichkeit, Umstände, Verdruss",6430
Scheiß,"Geringfügigkeit, Nichtigkeit",9330
Scheiß,"Unsinn, Unfug (in Redensart)",6270
Scheißbisslein,"Geringfügigkeit, Nichtigkeit",9330
Scheißbrille,"Mensch, der übereilt und unüberlegt handelt",6114
Scheißding,"Uhr, die oft stehen bleibt",7500
Scheißding,nichtiges Problem,6430
Scheißdreck,"wertlose Sache, nichts",9330
Scheißdreck,"Geringfügigkeit, Nichtigkeit",9330
Scheißdreck,Scheißdreck (in Redensart),5210
Scheißdreck,"Kleinigkeit, Geringfügigkeit",9330
Scheißdreck,Kleinigkeit,9400
Scheißdreck,Kuhfladen,4111
Scheißdreck,wertlose Sache nichts,9330
Scheißdrecklein,"wertlose Sache, nichts",9330
Scheißdrecklein,"Geringfügigkeit, Nichtigkeit",9330
Scheiße,Durchfall,5340
Scheiße,"Mist, Pech, Missgeschick",7450
Scheiße,"Ausruf des Schmerzes, wenn man etwas Heißes angefasst hat",1230
Scheiße,Kot,5340
Scheiße,dünnflüssiger Stuhlgang,5340
Scheiße,etwas Wertloses (in Redensart),9330
Scheißelein-schießt,derbe Ablehnung einer Bitte,1230
Scheißelein,"Knabe, der besonders klein und mager ist",5142
Scheißelein,Anrede unter Verliebten,6332
Scheißer,Anrede unter Verliebten,6332
Scheißer,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
Scheißer,Kosename für Kleinkind,5830
Scheißer,Mann (pejor): dessen Frau untreu ist,6121
Scheißer,"Mann, dessen Frau ihm durch schimpfen zusetzt",6120
Scheißerei,Durchfall,5340
Scheißerhäfelein,Frucht des Weißdorns,3210
Scheißerin,Anrede unter Verliebten,6332
Scheißerlein-Beißerlein,"das Umsorgen, Verwöhnen von jemandem",6332
Scheißerlein-Tatscherlein,"das Umsorgen, Verwöhnen von jemandem",6332
Scheißgras,Ackerunkraut,3900
Scheißhafel,Nachttopf,5340
Scheißhafen,Nachttopf,5340
Scheißhafen,"Hut, der eine außergewöhnliche Form hat",5936
Scheißhafen,"auffallend hässlicher, kitschiger Damenhut",5936
Scheißerlein,Anrede unter Verliebten,6332
Scheißerlein,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
Scheißerlein,"Geringfügigkeit, Nichtigkeit",9330
Scheißerlein,"kleines, mageres Mädchen",5164
Scheißerlein,energieloser Mann,6121
Scheißhaferl,Nachttopf,5340
Scheißhase,ängstlicher Mensch,6111
Scheißhaus,Klosett (in Redensart),7720
Scheißhaus,Klosett,7720
Scheißhaus,Klohaus,7700
Scheißhausblättel,Klosettpapier,5940
Scheißhäfelein,Nachttopf,5340
Scheißhäfelein,Buschwindröschen (Anemone nemorosa),3500
Scheißhäfelein,Frucht des Weißdorns,3210
Scheißhäfeleinshut,"auffallend hässlicher, kitschiger Damenhut",5936
Scheißhäusel,Klosett (in Redensart),7720
Scheißhäuslein,Klosett (in Redensart),7720
Scheißkarre(n),"Wagen, der in schlechter Verfassung, kaum noch zu gebrauchen ist",7403
Scheißkarren,"Wagen, der in schlechter Verfassung, kaum noch zu gebrauchen ist",7403
Scheißkerl,energieloser Mann,6121
Scheißkerl,Mann (pejor),5130
