lemma;bedeutung;sachgruppe
Mastochsen-kraut;Knöterich (Polygonum persicaria);3500
Mast-sau;Schwein, das gemästet wird;4113
Mast-sau;dicke, schmutzige Frau (Schimpfw);5163
Mast-vieh;wie schd »Mastvieh;7450
mast-wamsig;(Verb.) Schimpfw;6111
mast-wolkig;dickwolkig;2100
Material;wie schd »Material;7500
Materie;Eiter;5700
materisieren;eitern;5700
Mathilde;weiblicher Vorname;7110
Matinee;leichter Morgenrock;5934
Matratze;wie schd »Matratze;7730
Matratze;Bett;7730
Matratze;eine Figur im Spiel Abhebchens;7360
Matratzen-ball;/(sch)(W) vom Zubettgehen/;5600
Matrellen;Kartoffeln;3400
Matrose;wie schd »Matrose;7800
Matrosen-anzug;wie schd »Matrosenanzug;5935
Matrosen-bluse;wie schd »Matrosenbluse;5934
Matrosen-kappe;wie schd »Matrosenkappe;5936
Matrosen-kleid;wie schd »Matrosenkleid;5934
Matrosen-kragen;wie schd »Matrosenkragen;5932
matsch;sehr weich, überreif, faul (vom Obst);3120
matsch;"nicht ganz durchgebacken; wäßrig (vom Gemüse)";5910
matsch;geschmacklos, ungewürzt;5910
matsch;müde, matt;5600
Matsch;/weiche, breiige Masse (vom Boden)/;2700
Matsch;/weiche, breiige Masse (vom Obst)/;3120
Matsch;/weiche, breiige Masse (von kranken Körperorganen)/;5700
Matschel, Mätschel;weiche, breiige...Masse (vom Obst);3120
matschelig;weich, breiig (bes. von nasser, verschmutzter Straße);2700
matschelig;morsch, faul (von Kartoffeln u. Obst);3020
matschelig;weich, wäßrig, saftig;9230
matschelig;weich, brüchig;9230
matschelig;fett;9230
matscheln;zu Brei zerdrücken, zerquetschen;9800
matscheln;kneten, panschen (von Kindern);7360
Matschel-wetter;Schneeregen;2200
matschen;zu Brei zerdrücken, zerquetschen;9800
matschen;schmatzen;5360
Matscher;unordentlicher Mensch;6114
matschig;breiig, morastig;2700
matschig;faulweich, überreif;3120
matschig;"nicht ganz durchgebacken; wäßrig (vom Gemüse)";5910
matschig;fett;9230
Matsch-wetter;Schneeregen;2200
matt;müde, kraftlos, erschöpft;5600
matt;mutlos;6405
matt;aller Klicker verlustig;7370
matt;kraftlos;9230
matt;vom geringen Gehalt des Weines;7470
matt;glanzlos, trübe;9230
matt;noch nicht ganz trocken;9230
matt;/(AR) Reimwort im Abzählreim/;1210
Matt-apfel;eine Apfelsorte;3120
Matt-arsch;kraftloser Mensch, Schwächling;5120
matt-dösig, -döselig;schläfrig;5600
matt-dösig, -döselig;matt, abgespannt;5600
Matte, Matt;Wiese, die gemäht wird;7450
Matte, Matt;Flächenmaß;9360
Matte;Feststoff der geronnenen Milch, aus dem Käse bereitet wird, Quark;7455
Matte;Sauermilch;7455
Matte-meier;Verwalter der Wiesen (praefectus pratis);8220
Matten-kühler;Kellernische zum Kühlstellen der Sauermilch;7750
Matt-furz;schwächlicher Mensch;5120
Matthäus;der Evangelist Matthäus und sein Tag (21.9.);8860
Matt-heilchen;Gänseblümchen (Bellis perennis);3500
Matthias;der hl. Matthias und sein Tag (24.2.);8860
Matthias;männlicher Vorname;7110
Matthias;lebhafter, frecher, gerissener Junge;5840
Matthias;Gänseblümchen (Bellis perennis);3500
Mattigkeit;wie schd »Mattigkeit;5600
Matt-schisser;kraftloser Mensch;5120
Matt-schisser;mutloser Mensch;6110
Matt-stück;FlN;8140
matz;fähig, imstande;5540
Matz;Kuß;6332
matz-äugig;mit Matzen behaftet;5700
Mätzchen;verrückte Einfälle, Unsinn;6270
Matze;unsaubere, gleichgültige Frau;6134
Matzel;verhärteter Augenschleim;5340
Matzel;schwächlicher Mensch;5120
Matzel-auge;entzündetes Auge mit eitriger Absonderung;5700
Matzel-blümchen;Gänseblümchen (Bellis perennis);3500
Matzelchen;Gänseblümchen (Bellis perennis);3500
Matzel-frack;unsaubere, gleichgültige Frau;6134
matzelig;schwächlich, elend;5700
Matzen;verhärteter Augenschleim;5340
Matzen;ungesäuertes Brot für das Passahfest der Juden;8840
Matzen;Gebildbrot der Nichtjuden in der Weihnachts- und Fastenzeit;5911
Matz(en)-auge;entzündetes Auge mit eitriger Absonderung;5700
Matzen-bach;Ort im Kr. KL;8130
Matzen-berg;früherer Name der ehedem von fahrenden Leuten bewohnten Streusiedlung FR-Carlsbg;8130
Matzen-berg;FlN;8140
Matzenberger;Neckn;8150
Matzenberger;Bewohner vom Matzenberg;8160
Matzenberger;Gebildbrot aus vielen Gewürzen und Teig in...Sternform zu Weihnachten...;5911
Matzen-blümchen;Gänseblümchen (Bellis perennis);3500
Matzen-dokelchen;(sch) Pellkartoffeln;5911
Matzen-hochzeit;/(RA) Hochzeit des Matz = wo vom Essen nichts übrigbleibt/;7321
Matz(en)-liebchen;Gänseblümchen (Bellis perennis);3500
Matzen-wiese;FlN (Gewannename);8140
Matzer;Augenschleim;5340
Mätzer;Weinstock mit üppigem Wachstum aber spärlicher Blüte;7470
Matzer-auge;entzündetes Auge mit eitriger Absonderung;5700
matzer-augig, -äugig;/mit entzündeten Augen behaftet/;5700
matzerig;mit Augenschleim behaftet;5340
matzerig;schwächlich;5210
Matzert;Schwächling;5120
Matz-fotze;schlaffer, feiger Mensch (Schimpfw);6111
Matz-fotze;Memme;6110
Matziesel, Matzieselchen;Gänseblümchen (Bellis perennis);3500
Matziesel, Matzieselchen;Narzisse (Narcissus);3800
mau;schlecht, schlimm, bedenklich;9240
mauch;morsch;9230
Mauchel;ein Gartenunkraut;3900
maucheln;in dem Versteck für Obst sorgfältig reifen lassen;3120
Mauchen-delle;FlN;8140
Mauchen-heim;Ort im Kr. KB;8130
Mauchen-mauer;FlN;8140
mauchsen;die Stimme hören lassen (von der Lautäußerung der Katze);4116
Mau-dach;Ort im Kr. LU;8130
Mauderer;kränkelnder, stets unfroher Mann;5140
mauderig;kränklich;5700
maudern;nicht lebhaft sein, wehleidig tun, kränkeln vorn. von Kleinkindern...);5830
Maue;Speicher für Heu, Getreide;7410
mauen;die Stimme hören lassen (von der Katze);4116
Mauer;wie schd »Mauer;7510
Mauer;FlN (häufig nach Mauerresten benannt);8140
Mauer-äcker;FlN;8140
Mauer-arbeit;Maurerarbeit;7510
Mauer-assel;die Asselart Porcellio scaber;4700
Mauer-bächel;FlN;8140
Mauer-blume, -blümchen;Hundsrose (rosa canina);3220
Mauer-blume, -blümchen;die Blume Hydrangea hortensis;3800
Mauer-blume, -blümchen;"Mädchen, das nicht zum Tanz aufgefordert wird;...keinen Bräutigam findet";5167
Mauer-delle;Wölbung im Mauerwerk;7510
Mauer-eidechse;Zauneidechse;4400
Mauer-feld;FlN;8140
Mauer-gift;die Blume Colchicum autumnale;3500
Mauer-hüpfchen, Mäuer-;Kinderspiel, bei dem man...über einen sich bückenden Partner hinwegspringt;7360
Mauer-kräpchen;Mauerhaken;7510
Mauer-latte;Firstbalken in der Scheune(?);7410
Mauer-loch;Nische in der inneren Kellerwand;7720
Mauer-moos;die Pflanze Sedum acre;3500
mauern, mäuern;wie schd »mauernmäuern;7510
mauern, mäuern;FlN;8140
mauern, mäuern;beim Kartenspiel trotz vorhandner Trümpfe passen;7380
Mauer-nase;Vorsprung einer Mauer;7510
Mauer-nische;Wölbung im Mauerwerk;7510
Mauer-pfeffer;die Pflanze Sedum acre;3500
Mauer-schrank;Nische in der inneren Kellerwand;7720
Mauer-schwalbe;Schwalbenart, die an Mauern nistet;4210
Mauer-segler;Mauerschwalbe;4210
Mauer-sengnessel;Brennessel (Urtica dioica u. urens);3500
Mauer-senkel;Senkblei;7510
Mauer-stein;wie schd »Mauerstein;7510
Mauerstein-hammer;schwerer Maurerhammer zum Behauen und Zerkleinern der Bruchsteine;7510
Mauer-traube;die Pflanze Sedum acre;3500
Mauer-werk;wie schd »Mauerwerk;7510
Mauer-wurzel;Dachwurz (Sempervivum tectorum);3500
Mauke, Mauche;Entzündung am Fesselgelenk bei Pferden und Rindern;4110
Mauke, Mauche;nässende Wunde zwischen den Zehen beim Menschen;5700
Mauke, Mauche;Fußgicht beim Menschen;5700
Mauke, Mauche;Versteck, gewöhnlich...auf dem Speicher, um hartes Obst ausreifen zu lassen;3120
Mauke, Mauche;Obstversteck, Obstkammer, Versteck für viel Geld;9500
Mauke, Mauche;heimlich gesammelte Menge;9400
maukeln;altmodisch kleiden;5932
Maukem;Stadt;8120
mauken, mauchen;/im Obstversteck ausreifen lassen/;3120
mauken, mauchen;(Fleisch) durch längeres Hängen mürbe werden lassen;7565
mauken, mauchen;faulen;9230
mauken, mauchen;heranreifen;9120
mauken, mauchen;hinausschieben, unerledigt lassen;6550
mauken, mauchen;verheimlichen;7200
mauken;die Stimme hören lassen (von der Katze);4116
maukig;mürbe;9230
mauksen;die Stimme hören lassen (von der Katze);4116
mauksen;weinend klagen, wehleidig tun (von kleinen Kindern);5830
Maukser;leiser Laut;5420
Maul;"Maul des Tieres, Mund des Menschen; Mundöffnung, Lippen, Kiefer";5200
Maul;Kuß;6332
Maul;/(RA) ein Maul machen = sich hochwölben (von der Haut kochender Milch)/;7455
Maul;/(RA) das Maul aufsperren = durchlöchert sein (vom Schuh)/;5937
Maul-affe;/wer einfältig wirkt und zudem ungeschickt und tolpatschig ist/;6117
Maul-affe;zerstreuter Mensch;6110
Maul-affe;Faulenzer;6114
Maul-affe;"wer neugierig ist...sich einmischt, über andere schimpft; Lauscher...";6116
Maul-affe;Großsprecher, Dummschwätzer, Schreihals, Klatschbase, Prahler;6290
Maul-affe;frecher, besserwisserischer Mensch;6118
Maul-affe;stolzer, eingebildeter Mensch;6119
Maul-affe;Kaffeetasse;7735
Maul-affe;Ansatzflasche in der Apotheke;9230
Maul-affe;Leinkraut;3500
Maul-beere;Frucht des Maulbeerbaums;3120
Maulbeer(en)-baum;der Baum Morus;3120
Maulbeer(en)-kuchen;mit schwarzen Maulbeeren belegter Kuchen;5911
Maul-ecke;Mundwinkel;5200
Maul-ecke;Ausschlag an den Mundwinkeln;5700
maulen;(derb) sprechen, reden;5360
maulen;klatschen, ausplaudern;7200
maulen;schelten, Übles nachreden, schlechtmachen;6560
maulen;nörgeln, kritisieren;6333
maulen;widersprechen, frech antworten;6440
maulen;schmollen, eine beleidigte Miene machen;5510
maulen;den Mund zum Ausdruck der Unzufriedenheit verziehen;5510
maulen;verdrießlich sein;6320
maulen;mit vollem Mund essen;5910
Mauler;Schwätzer;6120
Mauler;Lügner;6530
Maul-esel;aus Pferd und Esel gekreuztes Tier;4112
Maul-esel;die Asselart Porcellio scaber;4700
Maul-esel;dummer, ungeschickter Mensch;6117
Maul-esel;Dummschwätzer;6127
Maul-esel;Verrückter;6270
Maul-esel;Soldaten des 2. Bayrischen Infanterieregiments;8500
Maul-esel;Neckn;8150
maul-faul;schweigsam, wortkarg;6280
maul-faul;wer undeutlich spricht, beim Sprechen den Mund kaum öffnet;5360
Maul-fäule;Mundfäule;5700
Maul-fechter, -fechterin;"wer viele Worte macht; Schwätzer, Schwatzbase";6110
Maul-fechter, -fechterin;redegewandter Mensch;6118
Maul-fechter, -fechterin;Prahler;6290
maul-fertig;schlagfertig, redegewandt;6260
maul-fertig;mundgerecht (von Speisen und Getränken);5910
Maul-flöte;Mundharmonika;8730
Maul-geige;Mundharmonika;8730
maul-gerecht;mundgerecht (von Speisen und Getränken);5910
maul-gerecht;verständlich;6250
Maul-gut;herrenloses Vieh;4110
Maul-held;Schwätzer;6120
maul-henkolisch;niedergeschlagen;6320
Maul-hobel;(sch) Mundharmonika;8730
maulieren;schimpfen;6333
maulig, mäulig;frech;7020
Maul-korb;wie schd »Maulkorb;4110
Maul-korb;(sch) Binde um den Kopf bei Zahnschmerzen;5700
Maul-krist (christ);Maulfrommer, Scheinheiliger;8820
Maul-lespe;Lippe;5360
Maul-löcher;Nüstern;4112
Maul-mächer, -macher;Prahler, lügenhafter Schwätzer;6530
Maul-musik;Mundharmonika;8730
Maul-orgel;Mundharmonika;8730
Maul-raffel;zahnloser Mund;5360
Maul-rose;Pfingstrose (Paeonia corallina);3800
Maul-rose;Malve (Malva neglecta u. silvestris);3500
Maul-rose;Rosenmalve (Althaea rosea);3800
maul-sauber;/(W) jemand maulsauber halten = nichts bezahlen/;5940
Maul-scheiße;(sch) (W) von einem Dauerschwätzer;7200
Maul-schelle;Ohrfeige;5521
maul-schlecht;verleumderisch;6530
maulsen;kritisieren, nörgeln;6333
Maul-seuche, -seuchte;Maul- und Klauenseuche;4111
Maul-sperre;Gähnen;5360
Maul-sperre;krankhafte Aufsperrung des Mundes, Kieferverrenkung;5700
Maulsperr-kuchen;gutgegangener, dicker Streuselkuchen;5911
Maul-steuer;Geldstrafe wegen Beleidigung oder Verleumdung;8300
Maul-stinker;Mensch mit üblem Mundgeruch;5120
Maul-streich;Schlag auf den Mund;5521
Maul-stück;Mundstück (des Blasinstrumentes?);8730
Maul-tasche;ein Gebäck;7560
Maul-tasche;Blättchen aus Nudelteig mit eingeschlagenem Fleischfüllsel;5911
Maul-tatsche;Blättchen aus Nudelteig mit eingeschlagenem Fleischfüllsel;5911
Maul-tier;wie schd »Maultier;4112
Maul-tier;dummer Mensch (Schimpfw);6117
maul-tot;/(W) von jemand, der zum Schweigen gebracht ist, der nichts redet/;7200
Maul-trommel;wie schd »Maultrommel;8730
Maul- und Klauen-seuche, -seuchte;Krankheit des Rindes mit AUsschlägen an Maul, Klauen und Euter;4111
Maul-voll;Bissen;5910
Maul-werk;Mundwerk;5360
Maulwildbret-fänger;Maulwurffänger;7550
Maul-wurf;wie schd »Maulwurf;4120
Maulwurf(s)-bau;Maulwurf(s)gang;4120
Maulwurf(s)-falle;wie schd »Maulwurfsfalle;7550
Maulwurf(s)-fänger;wer gegen Entgelt Maulwürfe fängt;7550
Maulwurf(s)-fell;wie schd »Maulwurfsfell;4120
Maulwurf(s)-gang;wie schd »Maulwurfsgang;4120
Maulwurf(s)-geld;/Geld, das die Buben fürs Einsammeln der Maulwürfe erhielten/;7620
Maulwurf(s)-grille;wie schd »Maulwurfsgrille;4700
Maulwurf(s)-haufen;wie schd »Maulwurfshaufen;4120
Maulwurf(s)-haufen;(sch) Muttermal;5210
Maulwurf(s)-lauf;Maulwurf(s)gang;4120
Maulwurf(s)-loch;wie schd »Maulwurfsloch;4120
Maulwurf(s)-pelz;Maulwurfsfell;4120
Maulwurf(s)-rüssel;rüsselähnliche Schnauze des Maulwurfs;4120
Maulwurf(s)-schneller;eine Art Maulwurfsfalle;7550
Maulwurf(s)-schwanz;wie schd »Maulwurfsschwanz;4120
maulzen;widersprechen, streiten;6440
Maul-zieher;wilde Kirsche;3120
maunern;die Stimme hören lassen (von der Katze);4116
maunern;wehleidig weinen;5560
maunksen;die Stimme hören lassen (von der Katze);4116
maunksen;wehleidig weinen;5560
maunksern;die Stimme hören lassen (von der Katze);4116
maunkzen;die Stimme hören lassen (von der Katze);4116
Maunze;Schmeichelname und Lockruf für die Katze;4116
Maunze;wehleidiges, nörglerisches Mädchen;6130
maunzen;die Stimme hören lassen (von der Katze);4116
maunzen;kleinlaut sprechen, wehleidig weinen (von kleinen Kindern);5830
Maurer, Mäurer;wie schd »MaurerMäurer;7510
Maurer(s)-beil;Beil mit Vorrichtung um Nägel herauszuziehen;7510
Maurer(s)-blut;/(RA) das Blut des Maurers/;5320
Maurer(s)-bock;Bock des Maurergerüstes;7510
Maurer(s)-brett;Mörtelstreichbrett;7510
Maurer(s)-bube;/Gehilfe des Maurers/;7510
Maurer(s)-dorf;Neckn;8150
Maurer(s)-examen;/(RA) Prüfung im Maurerhandwerk/;7510
Maurer(s)-geschirr;Handwerkszeug des Maurers;7510
Maurer(s)-geselle;wie schd »Maurersgeselle;7510
Maurer(s)-hammer;wie schd »Maurershammer;7510
Maurer(s)-handwerk;wie schd »Maurershandwerk;7510
Maurer(s)-kelle;wie schd »Maurerskelle;7510
Maurer(s)-kotelett;(sch) Limburger Käse;7455
Maurer(s)-kübel;Speiskübel;7510
Maurer(s)-lehrbube;Maurerlehrling;7510
Maurer(s)-likör;(sch) Schnaps;5920
Maurer(s)-meister;wie schd »Maurersmeister;7510
Maurer(s)-ordnung;Satzung der Maurerzunft;7510
Maurer(s)-pinsel;Rittersporn;3800
Maurer(s)-polier;wie schd »Maurerspolier;7510
Maurer(s)-schnaps;minderwertiger Schnaps;5920
Maurer(s)-schurz;wie schd »Maurersschurz;7510
Maurer(s)-schweiß;/(RA) Schweiß des Maurers/;7510
Maurer(s)-tod;Herbstzeitlose (Colchicum autumnale);3500
Maurer(s)-vieh;Schimpfw für den Maurer;7510
Maurer(s)-weib;(RA) Ehefrau des Maurers;7510
Maurer(s)-zeug;Handwerkszeug des Maurers;7510
Maus;wie schd »Maus;4120
Maus;Kosewort für kleine Kinder, bes. für kleine Mädchen...;5830
Maus;Name für die Kuh;4111
Maus;(Verb.) weiße Mäuse = Polizisten, weil sie eine weiße Dienstmütze...trugen;8230
Maus;Mensch mit spitzförmigem Kopf;5120
Maus;flatterhafter Mensch;6117
Maus;Lendenstücke vom Schwein;7565
Maus;empfindliche Stelle am Ellbogen, ...Empfindung beim Anstoßen dieser Stelle;5200
Maus;Handballen, Erhöhung der Handfläche zwischen Daumen und Handwurzel;5200
Maus;Muskel des Oberarms;5200
Maus;nervöses Zucken des Augenlides, des Gesichtes;5510
Maus;ein Tischspiel mit Bohnen;7360
Maus;ein Spiel mit einer halbierten Bohne;7360
Maus;(Verb.) Kätzchen fangs Mäuschen = ein Spiel der Mädchen;7360
Maus;(Verb.) Katz und Maus = ein Turnspiel;7360
Maus;Spiel mit den Fäusten...;7360
Maus;mit dem Spiegel an die Wand reflektiertes Sonnenlicht;9230
Maus;sonderbare Ansichten, Grillen;6270
Maus;eine Pflugart;7404
Mausch-bach;Ort im Kr. ZW;8130
mauschel-bet;Ausdruck beim Kartenspiel;7380
mauscheln;jiddisch sprechen;7200
mauscheln;heimlich tun;9316
mauscheln;betrügen;6540
mauscheln;ein bestimmtes (1930 veraltetes) Kartenspiel spielen;7380
mauscheln;gierig, mit vollen Backen essen;5910
Maus(e)-berg;FlN;8140
Maus(e)-bohrer;Bohrer zum Bohren von Löchern in eine Art Mausefalle;7520
Maus(e)-bühl;FlN;8140
Maus(e)-bussard, Mäus(e)-;wie schd »MausebussardMäuse;4220
Maus(e)-darm;Vogelmiere (Stellaria media);3500
Maus(e)-dreck, -drecker;Mäusekot;4120
maus(e)dreckel-tot;verstärktes maus(e)tot;5870
Maus(e)-driesch;FlN;8140
Maus(e)-falle;wie schd »Mausefalle;7401
Maus(e)fallen-händler;wer mit Mausefallen handelt (auch Schimpfw);7600
Maus(e)fallen-händler;(sch) Italiener;8160
Maus(e)-fänger, Mäus(e)-;Tier (Hund, Katze, Habicht), das Mäuse fängt;4000
Maus(e)-farbe, Mäus(e)-;aschgraue Farbe, wie sie die Hausmaus hat;9231
maus(e)-farbig;aschgrau, wie die Farbe der Maus;9231
maus(e)-fett;sehr fett;5910
Maus(e)-fraß, Mäus(e)-;Schaden, den die Mäuse bes. an Getreide anrichten;7401
Maus(e)-gasse, Mäus(e)-;FlN;8140
Maus(e)-geld, Mäus(e)-;Geld für abgelieferte Mäuse;7620
Maus(e)-gerste, Mäus(e)-;das Unkraut Hordeum Murinum;3900
Maus(e)-giekel, Mäus(e)-;jüngster Vogel im Nest;4200
Maus(e)-gift, Mäus(e)-;wie schd »MausegiftMäuse;7401
maus(e)-grau;grau, wie die Farbe der Maus;9231
"Maus(e)-haare, -härchen; Mäus(e)-";erste, flaumige Haare der Tiere nach ihrer Geburt;4100
"Maus(e)-haare, -härchen; Mäus(e)-";die Gemüsepflanze Valerianella olitoria;3400
Maus(e)-habicht, Mäus(e)-;Habicht, der Mäuse fängt;4220
Maus(e)-hafer, Mäus(e)-;Windhafer (Avena fatua);3500
Maus(e)-hang, Mäus(e)-;FlN;8140
Maus(e)-hermel, Mäus(e)-;Wiesel (Mustela vulg.);4120
Maus(e)-höhle, Mäus(e)-;FlN;8140
Maus(e)-jagd, Mäus(e)-;(sch) Mäuse fangen;7401
Maus(e)-jahr, Mäus(e)-;Jahr, in dem es viele Mäuse gibt;9600
Maus(e)-knöpfchen, Mäus(e)-;Beule;9220
Maus(e)-knottel, Mäus(e)-;Mäusekot;4120
Maus(e)-knottel, Mäus(e)-;unsaubere weibliche Person;6134
Maus(e)-knottel, Mäus(e)-;kleiner Mensch;5122
Maus(e)-knottel, Mäus(e)-;schlecht geratene Dampfnudeln;5911
Maus(e)-könig, Mäus(e)-;Zaunkönig;4210
Maus(e)-köpfchen, Mäus(e)-;Schuhnagel;7540
Maus(e)-krüppel, Mäus(e)-;Zaunkönig;4210
mauseln;Geschlechtsverkehr ausüben;5350
Maus(e)-loch, Mäus(e)-;wie schd »MauselochMäuse;4120
Maus(e)-loch, Mäus(e)-;schmutzige, vernachlässigte Wohnung;7700
maus(e)-löcherig;voll mit Mäuselöchern;4120
mausen;Mäuse fangen, im bes. von der Katze;4116
mausen;stehlen;8320
mausen;naschen;5910
mausen;Geschlechtsverkehr ausüben;5350
mausen;das Federkleid wechseln;4200
mausen;genesen, sich entwickeln;9120
Maus(e)-nest, Mäus(e)-;wie schd »MausenestMäuse;4120
Maus(e)-nest, Mäus(e)-;Haarknoten, -klumpen;5940
Maus(e)-nest, Mäus(e)-;Liebesnest für leichte Mädchen;5350
Maus(e)-ohr, -öhrchen, Mäus(e)-;kleine Ohren;5210
Maus(e)-ohr, -öhrchen, Mäus(e)-;Feldsalat (Valerianella olitoria);3400
Maus(e)-ohr, -öhrchen, Mäus(e)-;FlN;8140
Maus(e)-ohr, -öhrchen, Mäus(e)-;Habichtskraut (Hieracium pilosella);3500
Maus(e)-ohr, -öhrchen, Mäus(e)-;Feigwurz (Ficaria verna);3500
Maus(e)-ohr, -öhrchen, Mäus(e)-;eine Kartoffelsorte;3400
Maus(e)öhrchen-salat;Feldsalat (Valerianella olitoria);3400
maus(e)-öhrig;/(Verb.) vom Feldsalat/;3400
Maus(e)-plage, Mäus(e)-;wie schd »MauseplageMäuse;7401
Maus(e)-putzer, Mäus(e)-;Habicht;4220
Mauser;Beischläfer (Schimpfw);5350
Mauser;Huhn, das sich mausert;4240
maus(e)-rackenkahltot;verstärktes mausetot;5870
maus(e)-racke(r)tot;verstärktes mausetot;5870
maus(e)-rattenkahltot;verstärktes mausetot;5870
mausern;das Federkleid wechseln;4240
mausern;sich ändern, erholen, entwickeln;9120
maus(e)-ruhig;ganz ruhig;9800
maus(e)-still, mäuse-;ganz still;5420
maus(e)-stumm, mäuse-;sehr schweigsam;7200
maus(e)-tot, mäuse-;ganz, mit Gewißheit tot;5870
Maus(e)-zahn;kleiner spitzer Zahn;5360
Maus(e)-zahn;schmale Häkelspitzen;7545
mausig;frech, vorlaut;7020
Maus-zeit;Mauserzeit;4240
Mautich;Versteck im Heu oder Stroh, um hartes Obst ausreifen zu lassen;3120
Mautich;"verborgener Sparschatz; Behälter, in dem man unreife Früchte...zerkleinert";7600
mautigen;/Obst im Versteck reifen lassen/;3120
Mautscheler;Schimpfwort für den Bäcker, weil er gutes und schlechtes Mehl vermischt;7560
mautscheln;in unzulässiger Weise vermischen, betrügen;6540
Mauze;Schmeichelname und Lockruf für die Katze;4116
mauzen;die Stimme hören lassen (von der Katze);4116
mauzen;schimpfen;6333
mauzig;leblos, teilnahmslos;9800
Max;männlicher Vorname;7110
Max;Name und Lockruf für den Hund;4117
Max-dorf;Ort im Kr. FR;8130
Maximilians-au;Ort im Kr. GH;8130
Mazurka;ein älterer Tanz;8740
Mecha-nichtsnutz;(sch) Bez. für den Mechaniker;7500
Mechanik, Meckanick, Mickenick, Mick;Bremse am bäuerlichen Wagen;7403
Mechanik-arm;Querbalken am hinteren Wagen, an dem die Bremsklötze angebracht sind;7403
Mechanik-balken;Querbalken am hinteren Wagen, an dem die Bremsklötze angebracht sind;7403
mechaniken;die Bremse am Wagen auf- oder zudrehen;7403
Mechanik-holz;Querbalken am hinteren Wagen, an dem die Bremsklötze angebracht sind;7403
Mechanik-joch;Querbalken am hinteren Wagen, an dem die Bremsklötze angebracht sind;7403
Mechanik-klotz;Klotz am Wagen, das beim Bremsen auf den Wagenreifen schleift;7403
Mechanik-klotz;dicker, kleiner Mensch;5123
Mechanik-nagel;beweglicher Hebel an der Bremsspindel des Wagens;7403
Mechanik-schere;beweglicher Hebel an der Bremsspindel des Wagens;7403
Mechanik-schlüssel;beweglicher Hebel an der Bremsspindel des Wagens;7403
Mechanik-stange;Querbalken am hinteren Wagen, an dem die Bremsklötze angebracht sind;7403
mechelsch;aus Mecheln (die Herkunft eines Stoffmaßes bezeichnend);9340
Mecherling;eine Birnensorte;3120
Mechters-heim;Ort im Kr. SP;8130
Meck;(W) Unsinn;6560
meck;Nachahmung des Meckerns der Ziege;1220
meck;Lockruf für Ziegen;7451
meck;(W) in Neckrufen und Neckversen auf den Schneider;1220
Mecken-heim;Ort im Kr. NW;8130
Mecker;(sch) Ziege;4115
Meckerer, Mecker;Mensch, der an allem etwas auszusetzen hat, wählerischer Mensch;6112
Meckerer, Mecker;Neckn;8150
Mecker-geiß;(VR) meckernde Ziege;4115
Meckerlein;(KS) Ziege;4115
meckern;meckern (von Ziegen);4115
meckern;wiehern (vom Pferd);4112
meckern;meckernd sprechen;5360
meckern;schnell sprechen;5360
meckern;kichernd lachen;5560
meckern;nörgeln, kritisieren;6333
Meckes;Ziege (meist Koseform, Lockruf für junge Ziegen);4115
Meckes;Kalb;4111
Meckes;(sch-spött) Schneider;7545
Meckes, Mekes;Wichtigtuer, Großtuer, Angeber;6290
Meckes, Mekes;Vermittler;9312
Meckes, Mekes;"dienstwillige Person; Mensch, der...sich ausnutzen läßt";6110
Meckes, Mekes;närrische, lustige Person;6110
Meckes, Mekes;schlechter, liederlicher Mensch (oft Schimpfw);6112
Meckes, Mekes;Neck- und Übername für männliche Personen;7110
Meckes, Mekes;kleiner, schwächlicher, magerer Mensch;5122
Meckes, Mekes;im Wachstum zurückgebliebenes Tier;4000
Meckes, Mekes;vorlautes, wildes, freches Kerlchen;6116
Meckes, Mekes;streitsüchtiger Mensch;6112
Meckes, Mekes;kräftiger, korpulenter Mensch;5123
Meckes, Mekes;Unsinn, albernes Zeug, Späße, Possen, Schwindel;7220
Meckes, Mekes;unnötiger Aufwand, Umstände;6420
Meckes;Geld;7610
Meckes-macher;Wichtigtuer, Aufschneider;6290
Meckes-macher;Possenreißer;7220
Meckes-macher;Schmeichler;6530
Mecklen-burger;eine Schweinerasse;4113
Mecks;Kalb, junges Rind;4111
mecksen;meckern (von Ziegen);4115
mecksen;jämmerlich, nörgelnd weinen (von kleinen Kindern);5830
Medaille;wie schd »Medaille;7530
Medaillon;Schmuckanhänger in Form einer Münze;5938
Medard;der Heilige Medardus und sein Tag;8860
Medem, Medum;Abgabe der Herdenbesitzer für Eckernweide;7450
Medem, Medum;einmalige Abgabe für gerade urbar gemachtes Waldland;8221
Medem, Medum;Zinsabgabe für Landnutzung;8221
Medem-land;aus Waldrodung entstandenes, gegen Abgabe überlassenes Land;8221
Medine;Umgebung, Gegend, Bereich;8160
Medine;altes Haus;7710
Medizin;Heilmittel, Arznei;5700
Medizin-glas;Glasgefäß für Medizin;5700
Medums-feld;Feld, das um Zins verliehen wird;7420
Meer;wie schd »Meer;2600
Meer;FlN;8140
Meer-äcker;FlN;8140
Meer(en)-bach;FlN;8140
Meer-katze;fiktives Tier...;4800
Meer-lilie;Schwertlilie;3800
Meer-linse;grüne, auf dem Wasser schwimmende Pflanze, Wasserlinse (Lemna);3600
Meer-linse;Tuberkulose beim Rind;4111
meer-linsig;tuberkulös (vom Rind);4111
Meer-rettich;die Pflanze Armoracia rusticana;3400
Meer-rettich;(abschätzig) Kopf;5200
Meer-rettich;Schnaps;5920
