bedeutung;sachgruppe
Abfälle beim Brechen des Hanfes;7490
Schalen der Buchel;3110
(verächtl) Kleider;5932
ein Klickerspiel;7370
Kapuzinerkresse;3800
kuttenartige, vorn zugeknöpfte Schürze;5932
Täuberich;4240
wer oft kichernd lacht;6110
wer oft kichernd lacht;6110
(zum Schutze gegen Kälte) die Federn spreizend;4200
zum Kichern neigend;6280
"Mädchen, das oft kichert; Mädchen, das oft und ohne triftigen Grund lacht";6130
kichernd lachen;5560
Trinkgefäß, Weinflasche;7735
sackartig, kuttenähnlich;5932
FlN (Waldabteilung);8140
Kissen als Unterlage für Kopflasten;7800
Briefumschlag;7840
Decke, die über das geordnete Bett gebreitet wird;7770
Decke zum Zudecken;7730
Gedeck bei Tisch;7740
Bergwerksanteil;7600
(Abkürzung) kriegsverwendungsfähig;8500
veraltete Frauenhaube;5936
der Buchstabe L;8400
/(W) leidlich, mittelmäßig in der Antwort auf die Frage nach dem Befinden/;9240
da, dort;9500
Stoff, der die Milch gerinnen läßt;7455
einer der vier Magen des Rindviehs;4111
männliche Person von auffallender Größe;5141
verschmierter Mund;5940
Ausschlag am Mund;5700
Hütte für das Laubhüttenfest der Juden;8850
verschmierter Mund;5940
Flüssigkeiten verschütten, in Flüssigem herumsudeln;5520
Mund mit wulstigen, hängenden Lippen;5210
Serviette;7770
wie schd »laben;6310
(verächtl) Bezeichnung für große Füße;5210
im Kartenspiel verloren habend;7380
müde, abgespannt;5600
erquickend (von einer Speise);5910
dickflüssig, schleimig;9230
wie schd »Labkraut;3500
einer der vier Magen des Rindviehs;4111
wie schd »Laboratorium;7500
sich an etwas zu schaffen machen, an etwas herumhantieren;5520
sich mit einer Krankheit herumschleppen;5700
wie schd »Labsal;6310
lautes Auflachen;5560
Axt, mit der Bäume als Grenzmarkierungen angehauen wurden;7550
mit einer Grenzmarkierung versehener Baum;8221
/Markierung des zugewiesenen Gebietes zum Sammeln von Laubstreu im Wald/;7550
Grenze, Grenzstein im Wald;8221
Grenzpfad, -rinne zwischen Wiesen, Weinbergen;8221
Grenzmarkierung allg., bes. durch Einkerbungen in Bäumen oder...Steinen;8221
FlN;8140
kleinere Wasseransammlung, Pfütze;2600
/kleiner Teich, Wasserloch im Ort, in dem sich Enten und Gänse tummeln/;2600
nasse oder sumpfige Stelle, Tümpel in einer Wiese;2700
Wasserstelle, sumpfige Stelle im Wald;2700
Bodensenke;2800
Einbauchung im Mauerwerk;7710
FlN;8140
wie schd »lächeln;5510
/(RA) zum Lachen gereizt sein/;6310
wie schd »lachen;5560
lächeln, bes. von kleinen Kindern;5510
(W) sich erbrechen;5340
wiehern;4112
muhen;4111
(RA) vom Herzen;6310
vom Himmel, der Sonne;2100
/vom Geld, das in Aussicht ist/;7600
Bäume als Grenzzeichen durch Axthiebe markieren;8221
Ort im Kr. NW;8130
überaus große männliche Person;5141
das Lachen, Gelächter;5560
FlN;8140
FlN;8140
jemand, der lacht;5560
(LA) kurzes Auflachen, Gelächter;5560
der Brotanschnitt;5910
andauerndes Lachen;5560
zum Lachen geneigt, lächerlich;6310
wie schd »lächerlich;9240
(RA) zum Lachen reizen;7220
FlN;8140
Grübchen in den Wangen, die besonders beim Lachen hervortreten;5510
FlN;8140
Person, die zum Lachen reizt;7220
Mädchen, das viel lacht;5840
Mädchen, das oft kichernd lacht;5840
Grübchen in den Wangen, die besonders beim Lachen hervortreten;5510
Grenzmarkierung;8221
Grübchen in den Wangen, die besonders beim Lachen hervortreten;5510
Knabe oder Mädchen, das stets lacht;5840
Grenzbeschreibung;8221
der (schon um 1925 im Rhein seltene) Fisch Salmo salar;4310
Geld;7600
wie schd »Lachsalve;5560
verprügeln;5521
jemandem übel mitspielen;6560
das Fangen von Lachsen, Lachsfangvorrichtung?;7570
Grenzstein im Wald und in Wiesen;8221
wie schd »Lachtaube;4240
Nachgeburt der Kuh;4111
matschig, verschmutzt;9230
FlN;8140
Anstreichmasse;7590
(RA) Unangenehmes;9110
Rausch;5925
abgestanden, schal, lau (von Getränken);5920
müde, abgespannt (von Menschen);5600
Salzbrühe, in der das Fleisch eingepökelt wird;7565
überaus große, starke männliche Person;5141
nachlässiger, träger Mensch;6114
Bengel, Flegel, grober, ungebildeter Mensch;6116
Mannsperson, die sich ungebührlich benimmt;6126
Feigling;6110
Schimpfw;6111
groß, gestreckt (von Personen);5210
schlagen, verprügeln;5521
beim Klickerspiel alle Klicker verlieren;7370
schlechter Wein;7470
mit einem Lacküberzug versehen;7590
betrügen;6540
ohrfeigen;5521
Fleisch in Salzlake einpökeln, mit Salzlake übergießen;7565
überaus große, starke männliche Person;5141
Fettschicht auf der gekochten Milch;5910
Faß, in dem das Fleisch in der Salzbrühe liegt;7565
frisch gesalzenes, ungeräuchertes Fleisch, das gerade aus der Salzbrühe kommt;7565
mit Lack anstreichen;7590
jemanden betrügen, anschmieren;6540
verprügeln;5521
Anstreicher;7590
von einem, der beim Klickerspiel alle Klicker verloren hat;7370
jemandem übel mitspielen;6560
schlechter Wein;7470
wie schd »Lackschuh;5937
gutmütiger Mensch, der sich leicht übertölpeln läßt;6113
beim Klickerspiel alle Klicker verlieren;7370
Stange über dem beladenen Heuwagen;7403
Stange zum Aufladen von Baumstämmen;7550
Faulenzer;6114
Sarg;5870
Truhe zum Aufbewahren von Kleidern und Wäsche;7730
Bettlade;7730
Hubvorrichtung;7500
Teil des Webstuhls;7545
Unterkiefer;5360
Mund;5200
Brautführer;7321
Brautführer;7321
Brautführer;7321
kleiner Heuhaufen auf der Wiese, der auf den Erntewagen geladen wird;7450
Brautführer;7321
Brautführer;7321
Person, die das Heu lädt;7430
Mädchen, das den Bräutigam oder das Brautpaar zur Kirche geleitet;7321
Fensterladen;7720
Klappe an der Saustalltür;7450
oberstes Scheunenfenster;7410
vorderes oder hinteres Verschlußbrett des Kastenwagens;7403
(RA) Brett;7520
kleine Metzgermulde;7565
Klappe der Knabenhose (hinten);5933
Schlitz der Knaben-, Männerhose (vorn);5933
Kaufladen, Ladengeschäft;7600
Ladentisch, Warenregal;7600
beladen, aufladen;7800
eine Feuerwaffe laden;8500
Körner ansetzen (vom Getreide);3300
schwängern;5350
sich betrinken;5925
(W) wütend sein, Groll hegen;6320
jemanden verprügeln;5521
jemanden als Gast zu sich bitten;6421
vorladen (auf ein Amt, vor Gericht);8220
Ladentisch;7600
wie schd »Ladenbesitzer;7600
Gehilfe des Kaufmanns, Verkäufer;7600
Ausstattung eines Kaufladens, eines Ladengeschäftes;7600
Verkäuferin;7600
eine Gebühr;8220
(abschätzig) Kaufmann, Verkäufer;7600
(sch) Kaufmann;7600
wie schd »Ladenhüter;7600
wie schd »Ladeninhaber;7600
wie schd »Ladenkasse;7600
Ausschnitt im Fensterladen;7720
Sargmacher, Leichenbestatter;5870
wie schd »Ladenmädchen;7600
Verkäuferin;7600
(sch) Kaufmann;7600
(verächtl) Verkäuferin;7600
Kaufmannsgehilfe, Kaufmannslehrling, Kaufmann;7600
Ladentisch;7600
wie schd »Ladentisch;7600
Tür eines Kaufladens, Ladengeschäfts;7600
Klappe der Knabenhose (hinten);5933
Leichenwagen;5870
Person, die auf dem Erntewagen Heu oder Getreide lädt;7403
Lohn für Ladearbeiten;7620
Brautführerin;7321
Stock, den man zum Laden des Vorderladers brauchte;8500
Winde zum Aufladen schwerer Lasten;7800
verletzen, beschädigen (von Personen und Sachen);9130
Maß für Schießpulver beim Laden einer Flinte;8500
Verkäuferin;7600
Stock, den man zum Laden des Vorderladers brauchte;8500
Menge, die auf- oder eingeladen wird;9400
Entlohnung in Wein für Ladearbeiten;7620
Hundename;4117
(KR) in einem Kinderreim zu einem Kinderspiel;1210
(verächtl) (sch) Mund;5200
(verächtl) Gesicht;5200
Kopf, Backe;5200
unordentlicher Mensch;6114
Eckensteher;6114
Ein Kegelspiel;7390
großmäuliger Kerl, Prahlhans;6119
sanft ansteigend (von einem Acker oder Weg);2800
schlechter, saurer Wein;7470
Weinbergslage;7470
Lage eines Ackers, einer Wiese;7420
Bündel, Gebund Heu, Stroh;7450
der (meist abgebundene) Strang Wolle;7545
Lage von Preßbalken auf der Kelter;7470
Situation, Verhältnisse;9200
eine Runde Bier, Wein usw.;5920
Hohlmaß für Flüssigkeiten, insbes. für Wein, meist 40, ...auch 50 l fassend;9350
/hohes Gefäß mit Traggurten zum Transport der Trauben aus dem Weinberg/;7470
/Fäßchen mit 3, 5 bzw. 10 l Wein als Trinkvorrat bei Feld- u. Weinbergarbeit/;7470
hölzerne Kanne zum Mitführen von Trinkwasser bei der Feldarbeit;7735
hölzerner Trinkwasserbehälter in...Form eines flachen Fäßchens mit Tragriemen;7735
Wetzsteinbehälter;7402
kleines Faß, eine Lagel fassend;7470
hölzerne Wasserkanne;7735
eine Lagel fassend;9350
wer die Trauben in der Lagel aus dem Weinberg trägt;7470
Rückenkorb mit Tragbändern, die über die Schulter gehen;7800
einen trinken;5925
wer die Trauben in der Lagel aus dem Weinberg trägt;7470
Ruhelager von Tieren, insbes. von Feldhase und Reh;4130
Bett, Notlager (von Menschen);7730
Feldlager von Soldaten, Zigeunerlager;5600
Unterkunft für Flüchtlinge, Gefangene;7700
Teil am Schleifstein, an der Ackerwalze, in dem die Welle läuft;7500
Raum, Stelle, an der etwas gelagert wird;7600
Spalte im Felsgestein;2800
FlN;8140
wie schd »Lagerbier;5920
Faß, in dem Bier oder Wein gelagert wird;7735
wie schd »Lagerist;7600
Keller, in dem Fässer lagern;7470
sich zum Ruhen hinlegen (von Menschen und Tieren);5600
Wein, Früchte lagern;7401
Obst, das sich gut lagern läßt;3120
wie schd »Lagerplatz;9500
Stein, auf dem das Faß ruht;7470
Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein;7470
bewegungsunfähig, gelähmt;5700
steif, in der Bewegungsfähigkeit eingeschränkt;5230
träge, energielos, langsam;6405
langsamer, ungeschickter Mensch;5120
kraftloser, feiger Kerl;6124
Neckn;8150
langsam, kraftlos;6405
lahmer, feiger Mensch;6114
nachlässiger, träger Mensch;6114
langsam, träge;6405
langsam herumgehen, langsam arbeiten;5570
hinkend gehen;5530
ungleichmäßig gehen (von der Uhr);7500
gelähmt sein;5700
hinkend gehen;5530
langsame Person;5120
nachlässiger, träger Mensch;6114
hinkend gehen;5530
wie schd »lahmlegen;9314
langsamer, langweiliger Kerl;6124
langsamer, schwerfälliger Mensch;6110
langsamer, langweiliger Mensch;6110
langsam, nachlässig, träge;6405
langsamer, ungeschickter Mensch;5120
wie schd »Lähmung;5700
Feigling;6110
Laib Brot;7560
die Frucht der Malve;3500
ins Wasser abgelegte gallertartige Eimasse von Fröschen, Fischen;4300
Laich ablegen;4300
(RA) miteinander vertraut sein;6421
Karpfen, der Laich absetzen soll;4310
Weiher, in dem die Fische laichen;2600
Nichtkleriker;8870
Ordensbruder ohne geistliche Weihen;8870
Ordensschwester ohne geistliche Weihen;8870
(verächt) Diener;7500
(verächtl) Schar von Personen, Kindern;6115
Kamerad;7010
wie schd »Lakritze;5920
langer, ungeschickter Kerl, Lümmel;5141
Lippe;5200
dicke, geschwollene Lippe;5700
großes, dickes Maul;5210
Saugläppchen für kleine Kinder;5830
undeutlich, mit schwerer Zunge reden;5460
stark atmen (von Hunden, Kühen);4110
ein weicher Wollstoff;5931
/(RA) in der Redensart: aus der Lamäng, d.h. ohne Schwierigkeiten, sofort/;6430
Unterrock aus einem weichen Wollstoff;5934
Schal aus einem weichen Wollstoff;5932
Schinken (im Rätsel);5910
der Tag des hl. Lambert (17. Sept.);8860
(unnötige) Mühe, Umstände;6420
eifriger freundschaftlicher Verkehr;7010
Ort im Kr. NW;8130
Holzvertäfelung des unteren Teils der Zimmerwand, oft nur eine Fußleiste;7720
Ort im Kr. FR;8130
Messerklinge;7530
ein altes, rostiges, abgebrauchtes Messer;7736
Klinge zum Abkratzen des Schmutzes von den Schuhen;7736
ein nicht näher bezeichnetes Werkzeug des Töpfers;7500
Jammer;6320
Bitte, Klage;6320
"jammern, wehklagen; hilfeflehend, eindringlich bitten";6320
Jammern, Wehklagen;6320
junges Schaf;4114
Mutterschaf;4114
in Lammform zu Ostern, Pfingsten gebackener Kuchen;5911
/Lamm Gottes in der kath. Liturgie (Agnus Dei) und biblischen Überlieferung/;8820
Blütenstand der Haselnuß;3110
Lockruf für Schafe;7451
FlN;8140
leinene Schürze, die der Bauer bei der Arbeit trägt;7401
FlN (Waldabteil im Bienwald);8140
Junge werfen (vom Schaf);4114
FlN;8140
wie schd »Lämmergeier;4220
FlN;8140
(RA) hartnäckiger Husten;5700
Feldsalat;3400
(RA) fiktiver Tag, der nie eintreten kann;9600
fiktives Gericht;5911
Schwanz des Lammes;4114
einfältiger, ängstlicher Mensch;6117
Königskerze (Verbascum thapsiforme);3500
Schafgarbe (Achillea millefolium);3500
eine nicht näher bezeichnete Blume;3500
Kopfbedeckung der Männer;5936
Feldsalat (Valerianella olitoria);3400
FlN;8140
Feldsalat (Valerianella olitoria);3400
Wolle von Lämmern;4114
/(RA) vom Lämmes gebissen, d.h. verrückt sein/;6270
das Fell des Schaf-, Ziegenlamms;7540
wie schd »Lammfleisch;7565
gutartig, geduldig;6280
Mutterschaf;4114
wie schd »Lampe;7760
(sch) Bezeichnung für den Hasen;4130
(sch) Bezeichnung für den Hasen;4130
nachlässiger, träger, feiger Kerl;6124
nachlässiger, träger, feiger Kerl;6124
glatte Bahn beim Klickern oder Kegeln;7370
wer beim Klickerspiel nur zaghaft, langsam wirft;7370
nachlässig, schleppend gehen;5530
(W) schlaff herabhängen;5500
langsam, träge herumgehen;5530
nachlässig, träge arbeiten;6550
beim Klickerspiel den Klicker langsam, ängstlich zum Ziel rollen lassen;7370
den Klicker zum Loch stoßen;7370
sich beim Klickerspiel zurückhalten, verstecken;7370
jemandem beim Spiel alle Klicker abnehmen;7370
Spieler, der den anderen alle Klicker abgewinnt;7370
wie schd »Lampenfuß;7730
Petroleum für die Lampe;7760
Rohrkolben (Typha latifolia);3600
Lichtputzschere;7736
wie schd »Lampenschirm;7730
Rohrkolben (Typha latifolia);3600
wie schd »Lampion;7760
Judenkirsche (Physalis alkekengi);3800
der wertvollste Klicker;7370
schlaff;9220
nicht vom Wasser bedeckte Erdoberfläche, Festland;2700
nicht näher abgegrenztes Gebiet, Gelände, Landstrich, Region, Gegend;8160
landwirtschaftlich nutzbare Fläche, Feld, Grundbesitz;7420
die durch fußbreite Pfädchen abgeteilten kleinen Beete des Gartens;7480
das Land im Ggs. zur Stadt, Gebiet außerhalb der städtischen Zivilisation;8110
politisch selbständiges, von Grenzen umgebenes Gebiet, Staat;8110
FlN;8140
ein Knabenspiel...;7360
ein Knabenspiel...;7360
Fruchtzins;8220
Kreisstadt in der südlichen Vorderpfalz;8130
Ort in der Ukraine;8130
ein Kartenspiel;7380
vom Bauern hergestellte Butter;7455
Gabeldeichsel am Einspännerwagen;7403
Wagendeichsel;7403
Zugstangen, Deichsel der Ackerwalze;7402
die beiden Griffstangen des Schubkarchs;7403
Platz, an dem das Zugnetz an Land gebracht wird;7570
frisches Ei, direkt vom Bauernhof;4240
überdachte Anlegestelle;7800
FlN;8140
ein Knabenspiel...;7360
das Fischernetz an Land ziehen;7570
die beiden Stangen der Gabeldeichsel;7403
die beiden Griffstangen des Schubkarchs;7403
Gabeldeichsel am Einspänner;7403
Ring am Geschirr der Zugtiere, durch den die Gabeldeichsel geht;7403
Ring am Geschirr der Zugtiere, durch den die Gabeldeichsel geht;7403
ausgedehnter Landbesitz;8221
/Längsbalken in der Kammert, aus einem aufgespaltenen Stamm bestehend/;7470
FlN;8140
/Längsbalken in der Kammert, aus einem aufgespaltenen Stamm bestehend/;7470
Draht im Haltegerüst des Rebstocks...;7470
ein Haltegerüst für Rebstöcke...herstellen, instandhalten;7470
den Weinberg mit Länderichdrähten bespannen...;7470
Handwerksbursche;7500
öffentliche Sicherheit eines Landes;8210
Abgabe vom Ertrag eines Landstücks als Zins;8220
wie schd »Landgericht;8300
FlN (ursprünglich eine Grenzbefestigung mit Graben und Verhau);8140
FlN (ursprünglich eine Grenzbefestigung mit Graben und Verhau);8140
wie schd »Landgraf;8210
wie schd »Landhaus;7710
verbreitete, nicht hochgezüchtete Hühnerrasse, auch Deutsches L. genannt;4240
Streben, Gier nach Erwerb von Grundbesitz;8330
gierig auf Erwerb von Grundbesitz;8330
verbreitete, nicht hochgezüchtete Hühnerrasse, auch Deutsches L. genannt;4240
Gendarm;8230
eine Wurstart;5911
Landedelmann;7010
Landedelmann;7010
wie schd »Landkarte;7595
ehemals Vorgesetzter eines Landkreises, dem heutigen Landrat entsprechend;8210
Neckn;8150
Kramladen auf dem Dorf;7600
im ganzen Lande gang und gäbe, allbekannt;7200
das Leben auf dem Land;8110
Dorfbewohner, Bauern;8160
wie auf dem Lande üblich, nach Landessitte;7020
(Musikantenspr) Wirt;5920
Landlösung, Zug- oder Retraktrecht;8300
wie schd »Landluft;2300
notorischer Lügner;6530
Bauer;7401
Maßeinheit;9360
Landvermesser;8221
Metzger, der die Hausschlachtungen vornimmt;7565
wie schd »Landplage;9110
(verächtl) Bauernmädchen;6137
verbreitete, nicht hochgezüchtete Hühnerrasse...;4240
gewöhnliche, nicht hochgezüchtete Hausschweinrasse;4113
wie schd »Landrat;8210
wie schd »Landratsamt;8220
Abgabe für das Recht einer Landnutzung;8220
Abgabe für das Recht einer Landnutzung;8220
anhaltender, das ganze Land überziehender Regen;2200
Reise übers Land;7850
Vollstreckungsbeamter;8220
Richter, der für ein bestimmtes Gebiet zuständig ist;8300
gewöhnliche, nicht hochgezüchtete Hausschweinerasse;4113
eine grünliche Apfelsorte;3120
(RA) großer Schaden;9330
gefährlicher Mensch;6112
wie schd »Landschaft;2800
von Territorialherren für ein...Gebiet eingestellter Verwaltungsbeamter;8220
FlN;8140
gewöhnliche, nicht hochgezüchtete Hausschweinerasse;4113
(Soldatenspr) Infanterist;8500
Leute, die aus der gleichen Gegend stammen;8160
jemand, der aus der gleichen Gegend stammt;8160
Landstreicher;6415
kleine Stadt mit bäuerlichem Gepräge;8120
der Bauernstand;7401
wie schd »Landstraße;7810
im Lande bettelnd umherziehen;6415
Vagabund;6415
umherziehender Handwerksbursche;7500
wie schd »Landstrich;8160
Ort im Kr. KL;8130
wie schd »Landsturm;8500
Landstraße;7810
wie schd »Landtag;8210
wie schd »Landtagsabgeordneter;8210
wie schd »Landtagspräsident;8210
wie schd »Landtagswahl;8210
ein Knabenspiel...;7360
wer Land verpachtet;8330
Statthalter des Königs in einem Gebiet;8210
eine politische Partei;8210
FlN;8140
wie schd »Landwein;7470
nach Art, Gewohnheit des Landes?;8160
wie schd »Landwirt;7401
wie schd »Landwirtschaft;7401
/(Verb.) von der Landwirtschaftsschule/;8400
wie schd »Landwirtschaftsschule;8400
Pacht für landwirtschaftlich nutzbare Fläche, Feld, Grundbesitz;7620
eine Abgabe;8220
von großer räumlicher Ausdehnung in einer Richtung;9211
von bestimmter Länge (im Zusamenhang mit Maßgrößen);9340
hochgewachsen, von großem Wuchs;5210
(RA) umfangreich, reichhaltig;9400
/(RA) in verschiedenen Redensarten/;9400
von (großer) zeitlicher Ausdehnung;9600
sich zeitlich erstreckend, zeitlich andauernd, häufig, oft, hinlänglich;9600
FlN;8140
mit langen Armen;5932
ungestalteter Vogel oder Mensch;9220
schwächlich, entstellt;5210
länglich, langgezogen;9220
FlN;8140
Wiesbaum;7403
der Balken zur Verbindung von Vorder- und Hinterwagen;7403
Beil des Zimmermanns, Küfers oder Wagners mit langer Schneide...;7520
Mensch mit langen Beinen;5121
Storch;4210
Hase;4130
mit langen Beinen;5210
Länge;9211
Länge;9211
die beiden Längsseiten des Gartens;7480
abgeteiltes Flurstück, Gewanne;8221
der Länge nach abmessen;9340
wie schd (räumlich) »Länge;9211
wie schd (zeitlich) »Länge;9600
seit langem;9600
das Malzeichen, nach dem beim Klickern geworfen wird;7370
ausreichen, genügen;9400
zeitlich länger werden;9600
(mit ausgestrecktem Arm) nach etwas greifen;5520
etwas darreichen, zureichen, übergeben;9315
jemanden ohrfeigen, verprügeln;5521
FlN;8140
Ort im Kr. KU;8130
(KR) Storch;4210
FlN;8140
Lineal;7595
/(Verb.) von einem länglichen, ovalen Korb mit zwei Handgriffen/;7800
Flieder (Syringa vulg.);3800
quälen;6560
längen, in die Länge ziehen;9211
Länge;9211
der Länge nach;9500
(VR) Mittelfinger;5200
Dieb, Spitzbube;8320
Dieb;8320
stehlen, entwenden;8320
FlN;8140
mit langen Füßen;5210
Heu;7450
mit langem Gesicht;5210
FlN;8140
eine Hunderasse (Jagdhund);4117
mit langen Haaren;5940
langbeinig;5210
Neckn;8150
lange Baumstämme, Stammholz;7550
der Längsbalken zur Verbindung von Vorder- und Hinterwagen;7403
Person, die lange Baumstämme, Stammholz abfährt;7550
Länge;9211
zweischläfriges Kissen;7730
sehr lang (zeitlich);9600
wie schd »langlebig;5860
übermäßig;9400
(W) langgewachsen;5210
wie schd »länglichlanglich;9220
"Mensch, der wählerisch im Essen ist; naschhafter Mensch";6110
wählerisch im Essen, begierig nach Essen;5910
lange Nase;5210
Mensch mit langer Nase;5120
mit langer Nase;5210
langes Ohr;5210
Mensch mit langen Ohren;5120
(sch) Hase;4130
Esel;4110
eine Schweinerasse;4113
mit langen Ohren;5210
Quecke (Agropyron repens);3900
Teil des Pferdegeschirrs;7403
entlang, vorbei;9500
der Länge nach;9500
verwirrt, durcheinander;6200
längs angeordnet;9500
lange Zeit brauchend;9600
allmählich;9600
der Längsbalken zur Verbindung von Vorder- und Hinterwagen;7403
wie schd »Langschläfer, -schläferin;6114
ein Klickerspiel;7370
eine Birnensorte;3120
Bachstelze;4210
in entgegengesetzter Richtung aneinander vorbei;9500
Traufseite eines Hauses;7710
von langem Körperbau (von einer Kuh);4111
Furche längs eines Ackers;7440
eine Hühnerrasse;4240
seit langer, seit geraumer Zeit;9600
"in Verbindung mit nachgestelltem ""nicht"": bei weitem";9400
überaus große männliche Person;5141
...langes Stroh...zum Binden, Dachdecken und...den Strohsack im Bett;3300
FlN;8140
Wabe, die in einer Lagerbeute verwendet wird;7460
lang gestellter Wagen;7403
FlN (ehemaliger Name des Rehbaches);8140
wie schd »LangweileLange;6320
wie schd »langweilen;6320
langweiliger, lästiger Mensch;6110
wie schd »langweilig;6320
das Längsschiff einer Kirche;8830
der Längsbalken zur Verbindung von Vorder- und Hinterwagen;7403
Ring, an dem die Langwiede mit dem Hinterwagen verbunden ist;7403
FlN;8140
etwas in die Länge ziehen;9211
der Längsbalken zur Verbindung von Vorder- und Hinterwagen;7403
Eisenbeschlag am Ende des Länkerts;7403
Nagel, mit dem der Lankert am vorderen Achsenstock befestigt ist;7403
eine Heilsalbe;5700
eine Heilsalbe;5700
sich träge herumbewegen;5570
träge, schlaff;5500
ein veralteter Tanz;8740
wie schd »Lanze;8500
ein dicker Klicker;7370
(W) jemandem eine herunterhauen;5521
zweischneidiges Messerchen für den Aderlaß;5700
wildes Kaninchen (Oryctolagus caniculus);4130
Erdloch des wilden Kaninchens;4130
Feigling;6116
Kleinigkeit, Nichtigkeit;9330
haltloser, ungeschickter, schlaffer Mensch;6117
feiger, mutloser Kerl;6120
in großen Zügen trinken;5920
(meist verächtl) (verzerrter) Mund, Lippen des Menschen;5210
Maul, Lippe des Rindviehs;4111
geschwätzige Frau;6135
wer Schlechtes über andere Menschen redet;6112
unordentlicher Mensch;6114
nachlässiger, schlaffer, träger Mensch;6114
Feigling;6110
Mannsperson, die sich ungebührlich benimmt;6126
schlechter Wein;7470
das Trinken in kleinen Schlucken;5920
locker, lose, wackelig;9311
nachlässig, träge;6405
locker sein, wackeln;9311
taumeln;5550
nachlässig, schlampig gehen;5530
schlaff herunterhängen;9230
sprechen;5360
in kleinen Schlucken trinken, nippen;5920
einen trinken;5925
keinen Appetit haben;5910
hängendes Ohr beim Hund;4117
(sch) Hase;4130
Stück Tuch, Tuchrest;5931
(verächtl) alte Kleidung, Fetzen;5932
Lappen zum Abwischen der Schultafel;8400
Staublappen;7780
Waschlappen;5940
Fußlappen;5937
Schöße des Rocks, Fracks;5933
Schuhlasche;5937
angenähte Schlinge am Schuh zum Anziehen;5937
(RA) Lappenabsperrung für das Wild bei Jagden;7550
Geldschein;7610
Stück Land, Landparzelle;8221
Menge;9400
eine Art Kuchen;5911
Eisenbeschlag am hinteren Teil der Deichsel;7403
das Ohrläppchen;5200
weibliche Brust;5200
Wamme des Rindviehs;4111
die Weichen der Kuh;4111
herabhängende Hautlappen am unteren Teil des Kopfes von Hahn und Huhn;4240
Unterlippe bei Tieren;4010
Teil des geschlachteten Schweins;7565
Feigling;6110
schlaffer, weichlicher Mensch;6110
Eckensteher, Bummler (Musikantenspr);6124
Handwerksbursche;7500
lutschen, schlecken;5360
sprechen;5360
schlaffer, feiger Mensch;6110
/aus Fettstücken ausgelassenes Fett/;5910
Frack;5933
langer schwarzer Frauenrock;5934
Schürze aus Tuch mit Trägern;5932
Geschwätz, Unsinn;7200
(heimlicher) Trinker, Säufer;5925
nachlässiger, träger Mensch;6114
locker, lose, wackelig;9311
schlaff;9230
dünnflüssig, schal (von der Suppe oder Getränken);5910
locker sein, wackeln;9311
in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen;5920
in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen;5920
schlürfen;5360
einen trinken, gern trinken;5925
tröpfeln;9230
trödeln;5570
löffeln;5910
sich ansammeln, summieren, anhäufen;9400
kleine Schulden, die sich allmählich anhäufen;7600
langer, ungeschlachter Kerl;5141
träger, schläfriger, nachlässiger, schlampiger Mensch;6114
Feigling;6110
einfältiger Mensch, Tor;6117
Mannsperson, die sich ungebührlich benimmt;6126
Höllenstein;2900
herabhängende Unterlippe;5210
schlaff herabhängend, weich, ohne feste Form;9230
lasch, schwach, nachlässig;6280
ungeordnet;9320
locker, lose;9311
fade, wenig gesalzen von Speisen;5440
träge, kraftlos, nachlässig, ungeschickt;6280
einfältig, albern, unsinnig;6260
lose;9311
nachlässiger, träger Mensch;6114
langsamer, langweiliger Mensch;6117
Feigling;6110
Hund mit hängenden Ohren;6117
Hase;4130
langsamer Mensch;6110
Kaninchen;4120
"(zum Weinen, Schmollen) verzerrter Mund; Mund mit hängenden Lippen";5210
Großsprecher;6119
verschleckter, im Essen wählerischer Mensch;5120
mit einem (zum Weinen, Schmollen) verzerrten Mund, Mund mit hängenden Lippen;5210
großes, langes oder hängendes Ohr bei Mensch und Tier;5210
an den Rändern verunstaltetes Ohr;5210
Mensch mit großen, hängenden Ohren;5120
Hund mit hängenden Ohren;4117
dummer Mensch mit hängenden Ohren;6117
verwahrloster Mensch, Faulenzer;6114
(sch) Hase;4130
Kirschlorbeer;3800
mit hängenden Ohren;4110
Faulpelz, Tunichtgut;6114
Rock mit langen Schößen, Frack, Gehrock;5933
Feigling;6110
Nachlässigkeit;6550
"(zum Weinen, Schmollen) verzerrter Mund; Mund mit hängenden Lipen";5210
nachlässiger, träger Mensch;6114
Hasenfuß, Feigling;6110
(abschätzig) trinken;5920
was in den Mund hineingeht, ein Mundvoll;9400
irren;6250
der Waldbaum Larix decidua;3110
Zapfenstreich;8500
Verwässertes (z.B. Kaffee, Wein, Suppe);5920
leeres Geschwätz, Unsinn;7200
wie schd »LärmLärmen;5420
wie schd »lärmen;5420
Lärm;5420
überaus große weibliche Person;5161
Lärm verursachend;5420
Geld, Trinkgeld;7600
Fastnachtsmaske;7350
Gesicht;5200
Insektenlarve (von Bienen);7460
Insektenlarve (von Schädlingen im Obst);4700
Lederzunge im Schnürschuh, die den mittleren oberen Teil des Fußes bedeckt;5937
Ring am Geschirr der Zugtiere, durch den die Zugkette geht;7403
dicke Lippe;5210
