lemma,bedeutung,sachgruppe
herumsterzen,"wichtigmachen, großtun",6270
Klößscheibchen,zerschnittene Klöße,5911
alle Scheiß lang,"in kurzen Abständen, häufig",9600
"auswachsen, sich","dicker und dicker werden, an Ausdehnung zunehmen",9210
jäten,Unkraut entfernen,7430
Lot,Senkblei,7510
Pfeifenheini,Schiedsrichter beim Fußball,7340
Säuleinsgrundbirne,"kleine, minderwertige Kartoffel",3400
Stupsel,kurz geschnittener Schwanz eines Tieres,4010
Geißböckelchen,junge Ziege,4115
Schwarte,"alte, dicke Frau",5160
zermanscht,"ermüdet, erschöpft von Arbeit",5600
mordsmäßig,"viel, eine große Menge",9400
aussehen,"einen Eindruck machen, wirken",9200
Haarschwarte,Kopfhaut,5200
Spülhader,"Tuch, das man beim Geschirrspülen benutzt",7740
Knötscher,ein dicker und dabei sehr kleiner Bub,5171
Dummkopf,schlechtester Schüler der Klasse,8400
brotzen,ein beleidigtes Gesicht machen,6320
Klößlein,Kartoffelpuffer aus gekochten Kartoffeln,5911
danebenhinausgehen,"fremdgehen, betrügen",6540
Bankes,Bube (pejor),5146
Fleischpatscher,Küchengerät zum Mürbeklopfen von Fleischscheiben,7740
Saurausch,starker Rausch,5925
Adel,Jauche,7450
ein weniglein,"etwas mit Pflöcken abstützen, zum Beispiel eine Mauer, einen Balken oder übervolle Obstbaumäste",7500
Schererei,"Ärger, Unannehmlichkeit",6320
einkehren,"zu Gast sein, sich bei jemandem einstellen",5531
Gedanke,Denken,6250
Sperber,"einem Habicht ähnlicher, kleinerer Greifvogel mit graubraunem Gefieder",4220
räudig,an Räude erkrankt,5700
Münzel,Familienname,7110
Kränke,Husten,5560
Sauerei,"Aufregung, Ereignis, Aufheben",6320
irden,aus Steingut,9230
Klopferleins,"Kinderspiel, bei dem die Teilnehmer abwechselnd mit Zeige- und Mittelfinger möglichst kräftig auf diese Finger des anderen schlagen",7360
Schlummertrunk,Bier (Scherz),5920
schlattohrig,Mann mit abstehenden Ohren,5140
zusammenbeißen,(die Zähne) zusammenbeißen,5360
läuten,läuten (Kirchenglocke),8830
loslegen,plötzlich laut und wütend losschimpfen,5360
Stolper,Mitbringsel vom Hochzeitsessen,7321
Krauterer,"alter, runzliger Mann",5145
Teller,Essteller (in Redensart),5910
dusam,"still, ruhig, kleinlaut",6280
Raining,Grenzsteifen des Ackers,7420
krachen,geräuschvoll brechen (in Redensart),5420
Zwieschrötiger,"großer, starker Mann",5141
Erstklässer,"Kind, das zum ersten Mal in die Schule gehen muss",5840
Dummbeutel,"Mann, dessen Frau ihm durch schimpfen zusetzt",6120
Schneck,"verehrte, geliebte weibliche Person",6133
Frankenwäldler,Bezeichnung für einen Bewohner der Gegend um Issigau,8160
überig,übermäßig,9400
Baziknilch,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
Übersaat,Deckfrucht für empfindliche Untersaat,7440
Schnakenblatt,Duftblatt für das Gebetbuch,8820
Leisten,Spann,5200
an das,an (lok),9310
Wetzer,"Mensch, der nicht sitzen bleiben kann",6116
Schützen,vordere und hintere Bordwände des Bretterwagens,7403
Angefangtes,angefangene Strickarbeit mit Nadeln und Faden,7780
Sandknock(en),vom Acker abgelesener Stein,2910
Hitzkaterer,Hitzkopf,6117
Zitronengeschmack,Zitronengeschmack,5440
Stümpchen,"abgeschriebener, kurz gewordener Bleistift",7565
Morgen,Morgen,9600
Butterschwämmchen,Pfifferling,3510
Mamibub,"Junge, der sich nur schwer von der Mutter lösen kann",5146
recht haben,etwas bestreiten und auf seinem Standpunkt beharren,6440
zu,zu,1100
Quasselfritze,redseliger Mann,6121
Heidelerche,"Lerche, die Heideland und Lichtungen des Waldes bewohnt und für die ein schwermütig flötender Gesang charakteristisch ist",4210
Schneewölklein,"Wolke, aus der Schnee fallen könnte, fällt",2200
pflenschen,tränenreich weinen,6320
angereimelt,mit Reif überzogen,2200
zipfet,im Wachstum zurückgeblieben,4113
mir,"bitte, aber (in Redensart)",9400
kaputt,kaputt (in Redensart),9130
allet,"eigentlich, überhaupt, wirkt in Fragesätzen verstärkend",1120
Jammer,Elend,6320
Krawattel,Fliege (Halsschmuck zum Herrenanzug),5933
Stöpsel,ein dicker und dabei sehr kleiner Bub,5171
Wendepflug,spezieller Pflug,7404
Frankenwäldler,Bewohner des Frankenwaldes,7010
Wachtelbrühe,"dünnflüssiger Brei, dünne Suppe",9233
keb,fest; hier: treu,6510
Geifermärtel,Tuch zum Schutz der Kleider von Kindern beim Essen,5830
hübsch,hübsch,9240
Schwabach Land,Gegend um Schwabach bzw. entlang der Schwabach,8160
Schober,"kleines Heuhäufchen, das bei drohendem Regen zusammengeschoben wird",7430
Müllerstochter,"Mädchen, das besonders kräftig aussieht",5163
Wohldiener,Liebediener,6116
Schwarzbeerzupfer,"Person, die Heidelbeeren sammelt",7550
Rechterer,"Mann, der ununterbrochen redet, sich gern reden hört",6126
Rotzer,Butterpilz,3510
blödsinnig,unsinnig,6560
teigern,"weich, überreif von Obst",3120
Gesäuer,nasse Stelle auf dem Feld,2700
Winterzacken,"Abhang im Gelände, auf den lange keine Sonne fällt, also ein Nordhang",2800
herumzullen,"fortwährend an etwas saugen, lutschen, nuckeln",5360
angreinen,"sich bettelnd an jemanden wenden; jemanden nachdrücklich um etwas, besonders eine Gabe bitten",6415
Mond,Mond (in Redensart),2100
Anschlag,Schicht aus Garben auf dem Erntewagen,7440
Traum,verträumter Mensch,6110
Deppisch,Familienname,7110
tun,den Anschein erwecken,6450
voneinanderreißen,Leiterwagen zerlegen,7403
Kamin,Schornstein,7720
"schwingen, sich",sich beeilen,5570
triezen,"ärgern, quälen",6320
gehauftsvoll,zum Überlaufen voll,9210
kreuzeweise,gekreuzt,5530
Schneck,schneckenartig gewendelter Gegenstand,9220
Leben,"das Lebendigsein, Existieren",5800
ellebätsch,Ausruf der Schadenfreude und des Spotts,1230
"abwürgen, sich","sehr hart arbeiten, bis zur Erschöpfung",6430
Stöpfel,ein dicker und sehr kleiner Mann,5142
Bart,Fällkerbe im Baumstamm,7550
schinden,herumwälzen (einen schweren Gegenstand),9800
umbringen,jemanden töten,5870
Rister,Spann,5200
Kukumer,große Nase,5210
reden,Laute von sich geben: Hund,4020
Weckbroselchen,Weißbrotwürfel für Klöße,5910
Arschgekriech,schöntun bei Höhergestelltem,6530
aufspreußen,Baum mit Pflöcken abstützen,7480
Krachkasten,Schimpfwort für die Musikbox,8700
Schnupftabak,auf die Tenne gefallene Futterreste,7440
zitzen,saugen zum Zweck der Nahrungsaufnahme von Jungtieren (Ferkel),4113
ochseln,sich triebhaft verhalten,5350
Zahngeschwär,Geschwür am Zahnfleisch,5360
anlumpen,"beschimpfen, einen verächtlichen Namen geben",6333
Schweinstallbrücke,Holzboden im Schweinestall,7410
hinaushauen,"verjagen, vertreiben",9311
Edelmann,Edelmann (in Redensart),7010
eingehen,sterben,5870
Feger,"freches Mädchen, das den Unterricht stört",6136
tapplet,"gebrechlich, ungeschickt",5700
Beetfurche,das durch einmaliges Hin- und Zurückpflügen entstandene Furchenpaar,7420
die Schnute hinunterhängen,ein beleidigtes Gesicht machen,6320
Gedörrtes,Kompott aus gekochten Apfelscheiben und gedörrten Zwetschgen,5911
Samenerdapfel,"kleine, minderwertige Kartoffel",3400
die Schnute hinabhängen,ein beleidigtes Gesicht machen,6320
Strammer,"untersetzter, handfester Kerl",5142
hineinhauen,tüchtig essen,5910
herunterliedern,"durch Fahren (stark) beanspruchen, verschleißen, abnutzen",9130
hinkommen,"eine Fläche, einen Raum erreichen",9800
mögen,"den Wunsch, das Verlangen haben",6410
abstallieren,abendliche Versorgung des Stallviehs,7450
Girbelwerk,Baumwipfel mit allen seinen Ästen,3100
Viech,Tier,4000
halbgütiges Haus,"jemand, der zur Hälfte für etwas aufkommt",6500
Ranzen,Büchertasche,5932
Radler,Radiergummi,8400
Katzenbolli,Katzenzüchter,4116
Karlheinz,männlicher Vorname,7120
aufdrängen,"jemanden drängen, etwas anzunehmen",0
happern,streiten,6333
Gelee,Konfitüre,5911
Führung,Anmeldung zur Konfirmation beim Pfarrer,8840
besuchen,"jemanden, den man gerne sehen möchte, mit dem man freundschaftlich zusammen sein möchte, aufsuchen und sich für eine bestimmte Zeit dort aufhalten",7010
Schlattern,"freches Mädchen, das den Unterricht stört",6136
bei,ungefähr,6450
Barrashengst,Berufssoldat (pejor?)?,8500
Schälfurche,oberflächliches Pflügen nach der Ernte,7440
Taubenstecher,Sperber (Accipiter nisus),4220
Vorsprung,hervorstehender Teil,7720
abdrehen,die Beine aus einem gebratenen Huhn herauslösen,5911
Schneegans,Frau (pejor),6111
Wilhelmsschnurren,Barttracht nach Art von Kaiser Wilhelm II,5940
Bein,"Fuß, Fuß des Schweins",4113
Kerl,"Mensch, meist junger Mann mit bestimmten körperlichen Eigenschaften",5120
schweißen,Schweißgeruch verströmen,5340
Schlampete,"nachlässige, weibliche Person, die unordentlich arbeitet",6134
Jungferkel,Altersstufe des Ferkels,4113
Hacke,Axt,7530
Glaser,Libelle (Insekt),4700
bläken,schluchzen,6320
stinkfaul,sehr faul,6405
Nasenklemme,Flügelsamen des Ahornbaumes,3110
Traumbuch,verträumter Mensch,6110
sitzet lassen,"Eheversprechen zurückziehen, Verlobung lösen, Liebesbeziehung beenden",6440
herabkanzeln,jemanden heftig schimpfen,6333
Fleischkiste,"Gefäß, in dem das Fleisch in Salzlake gelegt und aufbewahrt wird",7565
Gebützig,Abfall beim Gemüseputzen,7740
glatzkopfig,kahlköpfig,5210
herumgewulgern,herumwälzen (einen schweren Gegenstand),9800
Stadtscheißer,Stadtbewohner (pejor),7011
Papperarsch,"Mensch, der schnell und ununterbrochen spricht",6110
pappsüß,sehr süß,5440
hinaufluschen,"jemanden beschwindeln, zum Narren halten",6530
stiersüchtig,"triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen",5350
herauskommen,herauslaufen von Wasser,9233
Schweinschmalz,zerlassener Speck,5910
schießen,Schwellen vom Kuheuter nach dem Kalben,4111
Finger,"Finger, eines der fünf beweglichen Glieder der Hand",5200
sollen,"die Aufforderung, Anweisung, den Auftrag haben, etwas Bestimmtes zu tun",6420
Rotzlumpen,Taschentuch,5932
Disziplin,"Zucht, Disziplin",7020
Pflasterstein,"Stein, der zum Pflastern verwendet wird",7510
Schleifholz,Festholz,7520
Putzfleck,einfaches Kleid (verächtlich),0
lis,"Lockruf für Enten, in Wiederholung",1230
aufhorchen,aufhorchen,5420
Rasenschäle,aus der Grasnarbe herausgestochenes ziegelförmiges Stück Erde,7420
übrig,noch vorhanden,9315
Rollgerste,"Graupe, enthülstes und gerundetes Gerstenkorn",3340
Josephine,weiblicher Vorname,7120
Zeiselein,"Erlenzeisig, Vogel, der in der näheren Umgebung des Erhebungsortes vorkommt",4210
Rumpel,volkstümliche Bezeichnung für die Dreschmaschine,7402
scheußlich,"hässlich, kitschig",9240
knorzig,"astig, von Holz",7520
Blutschnake,"Tier, das sich an Menschen oder Tiere hängt und Blut aussaugt",4700
Hennenfalle,Hühnereinschlupf beim Hühnerstall,4240
Pfurz,hochmütiger Mensch,6119
bletzen,weinen (allgemeinstes Wort),6300
schonmal,bereits,9600
Spinneter,"Person, die sich sonderbar benimmt",6110
scheppern,Prasseln des Hagels an die Scheibe,2200
Natur,Natur (in Redensart),5200
distlen,"Distel, Unkraut jäten, ausstechen",3900
stechend,"stechend, von Mücke",4700
Wäsche,"Klatschbase, Denunziantin",6135
schnäppäpperen,ausplaudern,7200
heruntertun,Haare schneiden,5940
belfern,schreien,5560
Kümmerlein,eingelegte Gurken,5920
aderlängs,der ganzen Länge nach,9211
Kätzin,Anrede unter Verliebten,6332
Zahnlucke,Zahnlücke,5210
Wichtigmacher,"Schulkind, das dem Lehrer immer alles verrät",8400
hereinstecken,einführen,7403
Vogelbutz,Frucht des Weißdorns,3210
herausgehen,plötzlich laut und wütend losschimpfen,5360
Zigeunerwagen,Zigeunerwagen (in Redensart),7820
Laubfrosch,Laubfrosch Hyla arborea,4400
Getranschtes,"Gebackenes im allgemeinen, Gebäck",7560
Krautschnalle,"Mensch, der schnell und ununterbrochen spricht",6110
Totenblume,"Chrysantheme, auch Ringelblume",4700
Ratscherin,klatschsüchtige Frau,6135
Haus,balkonartiger Vorbau am Wohnhaus,7720
losen1,"sich nach jemandes Worten richten, sie befolgen",6440
trampeln,Rad fahren,7820
Saustall,Durcheinander,9320
ämmen,die Jungen füttern Elternvogel,4200
Herrgottsschlappe,Riemensandale,5937
tännen,"von der Fichte stammend, aus Fichtenholz",3110
dem,dem (Artikel),1120
Knaller,"Person, die dauernd schimpft",6110
Schnuffel,vorderster Teil des Schweinerüssels,4010
Bulle,Ochse,4111
Tür,Tür der Gaststube,7720
liegen,"auf dem Boden, einer Fläche, in bestimmter Weise vorhanden, hingelegt sein",9800
Ache,"fließendes Gewässer, Fluss, Bach",2600
Wurst,Heureihen,7450
Scheide,Geschlechtsorgane der Kuh,4111
Rotzbübel,freches männliches Kind (in Redensart),6120
Anfänger,Lehrling,7500
Gestellage,"auffallend hässlicher, kitschiger Damenhut",5936
Reiterturnier,Reiterwettkampf,7340
Gänsebrust,hervorstehende Rippen,5210
Ampel,Petroleumlampe,7760
Trutscherl,"Kleinkind, das noch nicht fest auf den Beinen steht",5830
fürchten,"Angst haben, als bedrohlich empfinden",6320
heh,"Tierzuruf ""halt""",1230
anraffen,unerlaubt essbare Dinge anfassen,6560
reiben,durch Reiben zerkleinern,9230
anrainen,"(Kartoffeln) häufeln, Erde um die jungen Kartoffelpflanzen in Reihen wallartig aufhäufen",3400
Pflumpfel,ein dicker und sehr kleiner Mann,5142
Büschezeug,verkümmerte Bäume im Unterholz,3110
Narrischer,Verrückter (in Redensart),6117
Krümpleinssplatz,flacher Streuselkuchen,5911
abvagieren,mit beiden Händen heftig wedelnd abwehren,5520
windig,windig (in Redensart),6540
Grundbirnenklöße,Kartoffelklöße,5911
brüllen,weinen (verächtlich),6320
abschnutern,"jemanden mehrmals küssen, jemanden intensiv küssen",6332
Bildung,"gute Erziehung, Höflichkeit",7020
katzenartig,wie eine Katze,4116
quenksen,weinen,6320
Matsch,Überbleibsel des Viehfutters im Futtertrog,7450
Grübchen,Nahtstelle zwischen den beiden Betten des Ehebettes,7730
hunten,abgeleert,9315
pappen,durch Kleben reparieren,7500
entschalen,Hülsenfrüchte entkernen,7740
Menkenkelein,"Beschwerlichkeit, Umstände, Verdruss",6430
verschuppen,(die Haare) zerzausen,5940
Jungsau,Altersstufe des Ferkels,4113
Quatschkopf,Schwätzer,7200
Geißelschnur,knallendes Ende der Peitschenschnur,7403
Pferchskarre,"Karren, in dem der Schäfer übernachtet",4114
Eierkloß,Omelett,5911
Wasboden,Wiesenboden,2700
transportieren,an einen anderen Ort bringen,7800
bläken,Laute von sich geben: Ziege,4020
Ausruhstock,Freiplatz beim Fangenspiel,7360
Verschmuser,"Person, die Dienstboten vermittelt",7400
Fabienne,weiblicher Vorname,7120
Froschei,Froschlaich,4400
selten,absonderlich (Charakter),6280
aufgrölzen,"Hochatmen des Viehs, wenn es sich überfressen hat",7450
Zusammenhocken,abendliches Zusammensitzen der Nachbarn (nicht der Jugend!),7300
kratzen,Krallenwetzen der Katze an Holz,4116
streiten,"streiten, sich überwerfen",6333
treistern,"Hochatmen des Viehs, wenn es sich überfressen hat",7450
koppen,streiten aus geringfügigem Anlass,6333
ausbeereln,Hülsenfrüchte entkernen,7740
herumbringen,"ein Mädchen verführen, für ein Liebesverhältnis gewinnen",5350
Abhieb,aus der Grasnarbe herausgestochenes ziegelförmiges Stück Erde,7420
ausdienen,unbrauchbar werden,9314
Kindstaufschmaus,Mitbringsel vom Taufmahl,7322
gemeinarbeiten,unentgeltlich für die Dorfgemeinschaft arbeiten,7401
wegholen,abholen,9311
Putzmühle,Gerät zum Reinigen von Getreide,7402
Muhakel,"fader, träger, stumpfsinniger Mensch",6117
Ringelblume,Löwenzahn,3500
Linse,kleine Flecken auf der Haut,5210
aufnehmen lassen,Haustiere decken lassen,4110
überes,übermäßig,9400
Schneekrutsche,hölzerne Schneeräumschaufel,7736
verzagt,"verängstigt, abgesondert",7020
zusammenraffen,auf die Wiese oder den Rain beim Pflügen hinausgetretene Erde auf den Acker zurückstreifen,7430
reiten lassen,Schweine decken lassen,4113
Pflugsreh,Lenkarm am Pflug,7404
Reinung,Ausflüsse aus den Geschlechtsorganen der Kuh nach dem Ausstoßen der Nachgeburt,4111
Schrunde,"Haut um den Fingernagel, die spröde geworden ist",5700
ahnd,Sehnsucht (nach etwas Liebgewonnenem) verspürend,6320
Fingerspitzeln,"Kinderspiel, bei dem die Teilnehmer abwechselnd mit Zeige- und Mittelfinger möglichst kräftig auf diese Finger des anderen schlagen",7360
Aufgetakelte,"Kind, das auffallend gut gekleidet ist",5935
zusammenziehen,bündeln,9500
Brätchen,in Fett gebratene rohe Kartoffelstückchen,5911
ballern,den Spielball aufspringen lassen,7340
Wütiger,"Person, die verrückt ist (in Redensart)",6116
machen,"erzeugen, herstellen",6430
Erdäpfelspfannkelein,Kartoffelpuffer aus gekochten Kartoffeln,5911
Mäusebussard,"adlerähnlicher, vorwiegend Mäuse fangender [brauner] Bussard mit kurzem, abgerundetem Schwanz",4220
Kühtrieb,Hohlwege für Weidevieh,7810
Mehlbrei,Brei aus Mehl,5911
Plattkopf,Mann mit Glatze,5140
Tannenbätzelein,Fichtenzapfen,3110
Äpfelgrübs,Apfelbutzen,3120
Reibe,Fasshahn,7735
Wasch,"Gesamtheit des Geschirrs, das in der Küche herumsteht und noch gespült werden muss",7740
bevölkerungspolitisch,in Hinblick auf die Bevölkerungspolitik,8210
losen1,"lauschen, eine (plötzliche) akustische Wahrnehmung aufmerksam verfolgen",5420
Hätscher,"Mann, der hinkt",5140
Balling,Familienname,7110
losgehen,sich in Bewegung setzen (in Redensart),9800
weitjahrig,mit breiten Wachstumsringen Holz,3130
Krachkötze,"Frau, die immer viel Lärm verursacht",6135
Füllein,junges Fohlen,4112
Teil,sehr kleiner Acker,7440
angematzt,angeschlagen (Obst),7740
Krawallbruder,streitsüchtige Person,6112
Spinner,"jemand, der immer kleinlich nörgelt und pedantisch urteilt",6117
hinunterschmeißen,"vom Rad geschleudert werden, stürzen",7800
Spülig,Abfall beim Gemüseputzen,7740
Scheuerhudel,Lappen zum Nassaufwischen,7780
Karst,"Gerät, mit dem man sehr grobe Erdschollen nach dem Pflügen zerkleinert",7402
selbe Zeit,damals,9600
Schuhwichsbüchse,runde Schachtel für Schuhcreme,5937
Stämpfes,ein dicker und dabei sehr kleiner Bub,5171
verzaubern,jemand anderem etwas anwünschen,6333
bezugsfertig,fertig gebaut (Haus),7710
Anwand,festgepresste Schneewand am Wegrand,2200
auswärts,außerhalb des eigenen Dorfs,7010
hätscheln,zärtlich liebkosen,6332
zwischenzeitlich,inzwischen,9600
heranschmusen,eine Liebschaft mit jemandem beginnen,7010
einmachen,gekochte Äpfel oder Kartoffeln durch Sieb drücken,7740
Pritscher,"Schulkind, das dem Lehrer immer alles verrät",8400
Striezel,"in Wasser gekochte kleine Teigstückchen aus Mehl, Eiern und Milch",5911
Schrulle,"seltsame, wunderlich anmutende Eigenart, Angewohnheit, die zum Wesenszug eines Menschen geworden ist",6270
Schwengel,Gemischtwarenhändler (spöttisch),7600
dazumachen,hinzufügen,9315
Geschlapperig,"dünnflüssiger Brei, dünne Suppe",9233
Teighörnlein,Gebäck,7560
Häfelein,Tasse,7735
Wider,Gegenrede,6440
Dürrmäultetes,"kleines, mageres Mädchen",5164
Tranmeichel,verträumter Mensch,6110
auftriffeln,auftrennen eines gestrickten Kleidungsstücks,5931
spachten,tüchtig essen,5910
beißend,"so stark, dass es schmerzt wie ein Biss",9240
Bodenschmecker,Feldgeschworener,8221
Amisutz,"Frau (pejor): Mädchen, das mit einem Amerikaner befreundet ist",6136
anschießen,eilig herbeilaufen,5533
Pfatten,Langholzabschnitt,7550
Blesslein,Gartenrotschwanz,4210
Schwelkgras,angewelktes Gras,7450
Schufter,"Person, die flüchtig arbeitet",6114
Senke,nasse Stelle auf dem Feld,2700
"derhutzen, sich","sich bis zur Erschöpfung abmühen, sich stark um etwas bemühen",5540
Essenblechlein,Gefäß für Essen auf dem Feld,7735
gebärden,sich verhalten,7020
Euterentzündung,Entzündung des Kuheuters,4111
Ding,Person (in Redensart),6110
blechen,"viel Geld zahlen, tief in die Tasche greifen",7600
Fresser,"Person, die gern und viel isst",6116
legen,legen (Ei),4200
ein wenig,in geringer Menge,9400
Halbmond,"Halbmond, Mondphase",2100
Schlapp,liederliche Frau,6134
wegtun,entfernen,6333
aushinklatschen,"eine Zugabe, z. B. bei einem Konzert oder einer anderen Darbietung, einfordern",8700
Schoppel,"nachlässige, weibliche Person, die unordentlich arbeitet",6134
Brennholz,auf dem Waldboden liegendes Astholz,7550
Sprüchbeutel,"Person, die eine Unterhaltung geschickt führt",6118
Widerwärtigkeit,"Beschwerlichkeit, Umstände, Verdruss",6430
Schreibzeug,Gegenstände zum Schreiben,8400
Kühfuhre,schwere Wagenladung,7810
Klosterbäck,Bäckereibetrieb,7560
Schlumper,liederlicher Mensch,6114
herunterputzen,Kinder schimpfen und tadeln,6333
Höhle,Nistkasten für Stare,4030
hassen,hassen,6333
Stolpersack,Leinentuch zum Transport,7800
Pfeifendeckel,Deckel auf dem Kopf der Tabakspfeife,5921
haufen2,"zurückstecken, nachgeben, den Forderungen anderer entsprechen",6460
Sarah,weiblicher Vorname,7120
Stinksau,Mensch (pejor),6111
Schotenpflänzlein,"graziöses, niedliches Kind",5170
Petzen,"Schulkind, das dem Lehrer immer alles verrät",8400
Hansloidel,männlicher Vorname,7120
Wiederkommen,Kundentreue,7600
Braumeister,Braumeister (in Redensart),7500
Wedler,Sense zum Getreide schneiden,7402
satt,übersättigt,5910
dersehen,sehen,5410
Strohmannel,"Getreidemenge, aus der eine Garbe gemacht wird",7440
Stämpfel,Langholzabschnitt,7550
Hochmütige,"Schulkind, das sich auffallend von den anderen zurückzieht",8400
abbeuteln,schütteln vor Kälte,6320
Gehrock,"meist zweireihig geknöpfte (Herren-)Jacke mit knielangen, vorn übereinandergreifenden Schößen",5933
vollmachen,füllen,9315
Ohreneule,Eulenart,4220
quenksen,Weinen von Kindern,6320
Brüllochse,"Mann, der immer viel Lärm verursacht",6126
Bläkamsel,"Frau, die immer viel Lärm verursacht",6135
zerren,sich (gegenseitig) beschimpfen,6333
Muttel1,Ziege ohne Hörner,4115
Gocker,"Fasan, männliches Tier",4210
Kilometerschritt,"großer, langer Schritt",5530
so,"derart, auf diese Weise",9720
Blödling,Dummkopf,6111
Baumsterzel,Baumstumpf,3100
Kühemelken,Melken (in Redensart),5230
andrehen,eine Petroleumlampe anzünden,7760
kitzengrau,"intensiv grau, vollkommen grau",5210
anstechen,sich leicht betrinken,5925
ganz,besonders,9400
plärren,schimpfen,6333
hinausgehen,restlos verbraucht werden,9130
verkleinern,die Suppe verwässern,5910
Ratsche,klatschsüchtige Frau,6135
Männlein,Mann (in Redensart)),5130
Zorn,"heftiger, leidenschaftlicher Unwille",6320
runterbeißen,abbeißen,5360
Stickel,"jemand, der nicht gerne spricht",7200
Hautriss,Platzwunde,5700
Tratschmaul,redseliger Mann,6121
rausknötschen,jemandem etwas abbetteln,6415
Kuraschenwasser,scherzhafte Bezeichnung für Limonade,5920
Schlotfeger,Traubenhyazinthen Muscari,3500
Butz,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
singen,Laute von sich geben: Vogel,4020
herumkommen,ein Ergebnis zeitigen,6430
Getreidemahd,"Getreidemenge, aus der eine Garbe gemacht wird",7440
Weckbröckchen,Weißbrotwürfel für Klöße,5910
Pemper,Anrede unter Verliebten,6332
Mähgürtel,Gürtel des Mähers bei der Ernte,7402
dürr,"dürr, abgestorben von Pflanzen",9130
heimlich,vor anderen verborgen,9316
Anbrühig,weichgekochtes Viehfutter,7450
weinen,Weinen von Kindern,6320
Augendocke,Puppe mit beweglichen Augenlidern,7360
hineinschießen,in großer Menge hervortreten,9400
aben1,im Alter an Leitungsfähigkeit verlieren,5125
Backenrinne,lange Falte im Gesicht,5210
Überziehe,Zudeckenüberzug,7770
hocken,"sitzen, verbleiben",9800
Ware,Heu,7450
Rhinozeros,Rhinozeros (in Redensart),4150
Lauser,"allgemeine Kosebezeichnung für einen Hund, der einem sehr gefällt",4118
hinauf,"hin zu, in",9500
wampete,dick und sehr klein,5210
Taglöhner,Erntehelfer im Tagelohn,7440
Krähenwinkel,Falten um die Augen herum,5210
Armvoll,"Menge, die man in einem gebeugten Arm tragen kann, Menge, die man mit beiden Armen umfassend tragen kann",9400
sehen,mit den Augen optische Eindrücke wahrnehmen,5410
Kutsche,Kutschen (in Redensart),7820
Gockes,"""streitsüchtiger Gockel, Mann""",6122
schnecklich,"geziert (Mädchen, Verhalten)",6270
Abtritt,Toilette ohne Wasserspülung,7720
Platzelförmlein,kleine Blechform zum Ausstechen von Plätzchenteig,7740
Hinuntergefallenes,auf die Tenne gefallene Futter- oder Getreidereste,7440
heiß,heiß (in Redensart),9230
Einfältiger,"fader, träger, stumpfsinniger Mensch",6117
Kuttenbrunzer,Mensch (pejor),6111
Mausdrecklein,kleiner Schuhnagel aus Holz oder Eisen,7540
aufhören,beenden,9314
Anwendweg,"Weg, der auf dem Rain entlangführt",7420
Baucherschlitten,Rodelschlitten mit vorn kreisrund gebogenen Kufen,7405
Krone,oberster Teil des Nadelbaumes,3110
ausbrüten,heimlich vereinbaren,7200
Winterbeule,Frostbeule,5700
Strohwegtuer,"Erntehelfer, der beim Dreschmaschinendreschen das gebundene Stroh wegschafft",7440
Hundsfotzlein,"Geringfügigkeit, Nichtigkeit",9330
Halsband,Eigentumszeichen bei Ziegen,4115
Anderlingsziege,"Ziege, die zum zweiten Mal trächtig ist",4115
Fickler,stumpfes Messer (pejor),7736
kastriert,zeugungsunfähig machen,4110
Säulein,junges Schwein,4113
schlarpig,"unordentlich, ungepflegt",9320
Mief,"muffiger, abgestandener Geruch in Wohnungen",5430
einfältig,"fade, träge, stumpfsinnig",6280
vorndran,vorne an etwas,6280
Erdbirnenschoppelein,Pfannengebäck,5911
töret,"triebhaft, vom Geschlechtstrieb bestimmt sein von jungen Frauen bzw. Mädchen",5350
eisern,aus Eisen (in Redensart),9230
trutzen,"still, fast tränenlos weinen",6320
Bündel,eine dicke und dabei sehr kleine Frau,5162
Pappelmäulchen,"Kosename für Kleinkind, das zu sprechen anfängt",5830
abprassen,schnell abbrennen,9230
schnappen,"Luft, Rauch einziehen",5330
wollen,ein Anliegen haben,6400
abknöpfen,"jemandem etwas abbetteln, abnötigen",6415
umeinanderflankeln,"herumziehen, vagabundieren",5570
Keiltreiben,Holz spalten mit dem Keil,7520
verzotteln,"Haare in Unordnung bringen, verstrubbeln",5940
Heuviertel,Lagerplatz für Heu in der Scheune,7410
Kindszechkuchen,Mitbringsel vom Taufmahl,7322
Kreuzkümmerling,Fluch,1240
Ackerwiese,"Wiese, die zuvor als Anbaufläche verwendet worden war",7440
Issigauer,Bezeichnung für einen Einwohner von Issigau,8130
angeln,"nadeln, Nadeln abwerfen",3110
laufen,eilig gehen,5533
Knallkopf,Hitzkopf,6117
Erdäpfelsbackes,Kartoffelpuffer aus gekochten Kartoffeln,5911
Strizzi,"Gauner, Herumtreiber",6122
Schlaufe,gebogenes Teilstück des Ofenrohrs,7750
jetzet,nun,9600
Doldi,spröder Bursche,6121
Führungsstange,Stange zum Lenken des Schlittens,7405
Schareisen,Spaten zum Umgraben des Gartens,7402
Pudel,"Pedell, Hausmeister einer Schule, Universität",8400
wie wenn,als ob,9300
Letzte,das jüngste Kind in einer Familie,7100
